"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"2213","evm.TU.chromosome_11.2854","GO:0060022","hard palate development",4,1,0.03,0.0282,"Cellular Components",0.25
"2214","evm.TU.chromosome_11.2857","GO:0060022","hard palate development",4,1,0.03,0.0282,"Cellular Components",0.25
"2215","evm.TU.chromosome_11.2331","GO:1902894","negative regulation of miRNA transcription",4,1,0.03,0.0282,"Cellular Components",0.25
"2216","evm.TU.chromosome_11.2331","GO:0034696","response to prostaglandin F",2,1,0.01,0.0142,"Cellular Components",0.5
"2217","evm.TU.chromosome_11.2331","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2218","evm.TU.chromosome_11.2331.1.5f15e0a6","GO:1902894","negative regulation of miRNA transcription",4,1,0.03,0.0282,"Cellular Components",0.25
"2219","evm.TU.chromosome_11.2331.1.5f15e0a6","GO:0034696","response to prostaglandin F",2,1,0.01,0.0142,"Cellular Components",0.5
"2220","evm.TU.chromosome_11.2331.1.5f15e0a6","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2221","evm.TU.chromosome_11.2336","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2222","evm.TU.chromosome_11.2785","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2223","evm.TU.chromosome_11.2785","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2224","evm.TU.chromosome_11.2782","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2225","evm.TU.chromosome_11.2782","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2226","evm.TU.chromosome_11.275","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2227","evm.TU.chromosome_11.496","GO:0043242","negative regulation of protein-containing complex d...",42,2,0.3,0.0418,"Cellular Components",0.0476190476190476
"2228","evm.TU.chromosome_11.496","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2229","evm.TU.chromosome_11.1711","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2230","evm.TU.chromosome_11.2672","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Cellular Components",0.0444444444444444
"2231","evm.TU.chromosome_11.87","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2232","evm.TU.chromosome_11.1342.2.5f15def7","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Cellular Components",0.0810810810810811
"2233","evm.TU.chromosome_11.1342","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Cellular Components",0.0810810810810811
"2234","evm.TU.chromosome_11.1342.1.5f15def7","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Cellular Components",0.0810810810810811
"2235","evm.TU.chromosome_11.2849_evm.TU.chromosome_11.2850","GO:0010831","positive regulation of myotube differentiation",4,1,0.03,0.0282,"Cellular Components",0.25
"2236","evm.TU.chromosome_11.205","GO:0034587","piRNA processing",19,2,0.14,0.008,"Cellular Components",0.105263157894737
"2237","evm.TU.chromosome_11.205","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2238","evm.TU.chromosome_11.200","GO:0034587","piRNA processing",19,2,0.14,0.008,"Cellular Components",0.105263157894737
"2239","evm.TU.chromosome_11.200","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2240","evm.TU.chromosome_11.2768","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2241","evm.TU.chromosome_11.2768","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2242","evm.TU.chromosome_11.2760","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2243","evm.TU.chromosome_11.2766","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2244","evm.TU.chromosome_11.2767","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2245","evm.TU.chromosome_11.2767","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2246","evm.TU.chromosome_11.2764","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2247","evm.TU.chromosome_11.2764","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2248","evm.TU.chromosome_11.3098","GO:0050784","cocaine catabolic process",2,1,0.01,0.0142,"Cellular Components",0.5
"2249","evm.TU.chromosome_11.2153","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2250","evm.TU.chromosome_11.2159","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2251","evm.TU.chromosome_11.664","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2252","evm.TU.chromosome_11.664","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2253","evm.TU.chromosome_11.2401","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2254","evm.TU.chromosome_11.2400","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2255","evm.TU.chromosome_11.3047","GO:0007288","sperm axoneme assembly",5,1,0.04,0.0352,"Cellular Components",0.2
"2256","evm.TU.chromosome_11.3047","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2257","evm.TU.chromosome_11.432","GO:0014835","myoblast differentiation involved in skeletal muscl...",2,1,0.01,0.0142,"Cellular Components",0.5
"2258","evm.TU.chromosome_11.2566","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2259","evm.TU.chromosome_11.2566.1.5f15e0fc","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2260","evm.TU.chromosome_11.162_evm.TU.chromosome_11.164","GO:2001170","negative regulation of ATP biosynthetic process",2,1,0.01,0.0142,"Cellular Components",0.5
"2261","evm.TU.chromosome_11.777","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2262","evm.TU.chromosome_11.1160","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2263","evm.TU.chromosome_11.579","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2264","evm.TU.chromosome_11.2793","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2265","evm.TU.chromosome_11.2793","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2266","evm.TU.chromosome_11.2797","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2267","evm.TU.chromosome_11.2797","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2268","evm.TU.chromosome_11.2794","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2269","evm.TU.chromosome_11.2794","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2270","evm.TU.chromosome_11.2799","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2271","evm.TU.chromosome_11.2799","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2272","evm.TU.chromosome_11.2975","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2273","evm.TU.chromosome_11.2975","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2274","evm.TU.chromosome_11.2975","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2275","evm.TU.chromosome_11.1171","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2276","evm.TU.chromosome_11.2667","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2277","evm.TU.chromosome_11.2667","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2278","evm.TU.chromosome_11.2742","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2279","evm.TU.chromosome_11.1138","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2280","evm.TU.chromosome_11.2816","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2281","evm.TU.chromosome_11.2816","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2282","evm.TU.chromosome_11.2810","GO:0046330","positive regulation of JNK cascade",66,3,0.47,0.0117,"Cellular Components",0.0454545454545455
"2283","evm.TU.chromosome_11.2810","GO:0090073","positive regulation of protein homodimerization act...",35,2,0.25,0.0258,"Cellular Components",0.0571428571428571
"2284","evm.TU.chromosome_11.2175","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2285","evm.TU.chromosome_11.233","GO:0043242","negative regulation of protein-containing complex d...",42,2,0.3,0.0418,"Cellular Components",0.0476190476190476
"2286","evm.TU.chromosome_11.233","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2287","evm.TU.chromosome_11.235","GO:0043242","negative regulation of protein-containing complex d...",42,2,0.3,0.0418,"Cellular Components",0.0476190476190476
"2288","evm.TU.chromosome_11.235","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2289","evm.TU.chromosome_11.2995","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2290","evm.TU.chromosome_12.1199","GO:0070262","peptidyl-serine dephosphorylation",5,1,0.04,0.0352,"Cellular Components",0.2
"2291","evm.TU.chromosome_12.1425","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2292","evm.TU.chromosome_12.1427","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2293","evm.TU.chromosome_12.1426","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2294","evm.TU.chromosome_12.2540","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2295","evm.TU.chromosome_12.2540","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2296","evm.TU.chromosome_12.320","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2297","evm.TU.chromosome_12.3404","GO:0034587","piRNA processing",19,2,0.14,0.008,"Cellular Components",0.105263157894737
"2298","evm.TU.chromosome_12.3404","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2299","evm.TU.chromosome_12.1535","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2300","evm.TU.chromosome_12.2421","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2301","evm.TU.chromosome_12.1881","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2302","evm.TU.chromosome_12.1880","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2303","evm.TU.chromosome_12.1968","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2304","evm.TU.chromosome_12.798","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2305","evm.TU.chromosome_12.2901","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2306","evm.TU.chromosome_12.2042","GO:0071356","cellular response to tumor necrosis factor",111,3,0.79,0.0192,"Cellular Components",0.027027027027027
"2307","evm.TU.chromosome_12.2043","GO:1904430","negative regulation of t-circle formation",3,1,0.02,0.0213,"Cellular Components",0.333333333333333
"2308","evm.TU.chromosome_12.4043","GO:0006139","nucleobase-containing compound metabolic process",5768,50,41.15,0.0129,"Cellular Components",0.00866851595006935
"2309","evm.TU.chromosome_12.3152","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2310","evm.TU.chromosome_12.3842","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2311","evm.TU.chromosome_12.2495","GO:0071479","cellular response to ionizing radiation",59,3,0.42,0.0179,"Cellular Components",0.0508474576271186
"2312","evm.TU.chromosome_12.2495","GO:0071356","cellular response to tumor necrosis factor",111,3,0.79,0.0192,"Cellular Components",0.027027027027027
"2313","evm.TU.chromosome_12.2495","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2314","evm.TU.chromosome_12.2495","GO:0034983","peptidyl-lysine deacetylation",4,1,0.03,0.0282,"Cellular Components",0.25
"2315","evm.TU.chromosome_12.2495","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2316","evm.TU.chromosome_12.2495","GO:0090400","stress-induced premature senescence",3,1,0.02,0.0213,"Cellular Components",0.333333333333333
"2317","evm.TU.chromosome_12.2491","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2318","evm.TU.chromosome_12.3454","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2319","evm.TU.chromosome_12.3455","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2320","evm.TU.chromosome_12.3455","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2321","evm.TU.chromosome_12.1955","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2322","evm.TU.chromosome_12.1560","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2323","evm.TU.chromosome_12.3726","GO:0070262","peptidyl-serine dephosphorylation",5,1,0.04,0.0352,"Cellular Components",0.2
"2324","evm.TU.chromosome_12.2685","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2325","evm.TU.chromosome_12.3101","GO:0051026","chiasma assembly",3,1,0.02,0.0213,"Cellular Components",0.333333333333333
"2326","evm.TU.chromosome_12.3101","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2327","evm.TU.chromosome_12.3104","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2328","evm.TU.chromosome_12.3225","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2329","evm.TU.chromosome_12.3991","GO:0060022","hard palate development",4,1,0.03,0.0282,"Cellular Components",0.25
"2330","evm.TU.chromosome_12.182","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2331","evm.TU.chromosome_12.185","GO:0045647","negative regulation of erythrocyte differentiation",5,1,0.04,0.0352,"Cellular Components",0.2
"2332","evm.TU.chromosome_12.185","GO:1902037","negative regulation of hematopoietic stem cell diff...",1,1,0.01,0.0071,"Cellular Components",1
"2333","evm.TU.chromosome_12.4026","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2334","evm.TU.chromosome_12.4024","GO:0006139","nucleobase-containing compound metabolic process",5768,50,41.15,0.0129,"Cellular Components",0.00866851595006935
"2335","evm.TU.chromosome_12.1219","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Cellular Components",0.0810810810810811
"2336","evm.TU.chromosome_12.1219.1.5f15df2e","GO:0006094","gluconeogenesis",37,3,0.26,0.0096,"Cellular Components",0.0810810810810811
"2337","evm.TU.chromosome_12.2182","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2338","evm.TU.chromosome_12.1982","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2339","evm.TU.chromosome_12.1982","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2340","evm.TU.chromosome_12.3587.1.5f15e442","GO:0006101","citrate metabolic process",4,1,0.03,0.0282,"Cellular Components",0.25
"2341","evm.TU.chromosome_12.3587.1.5f15e442","GO:0010040","response to iron(II) ion",2,1,0.01,0.0142,"Cellular Components",0.5
"2342","evm.TU.chromosome_12.3587.1.5f15e442","GO:0010040","response to iron(II) ion",2,1,0.01,0.0142,"Cellular Components",0.5
"2343","evm.TU.chromosome_12.3587","GO:0006101","citrate metabolic process",4,1,0.03,0.0282,"Cellular Components",0.25
"2344","evm.TU.chromosome_12.3587","GO:0010040","response to iron(II) ion",2,1,0.01,0.0142,"Cellular Components",0.5
"2345","evm.TU.chromosome_12.3587","GO:0010040","response to iron(II) ion",2,1,0.01,0.0142,"Cellular Components",0.5
"2346","evm.TU.chromosome_12.311","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2347","evm.TU.chromosome_12.318","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2348","evm.TU.chromosome_12.3862","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2349","evm.TU.chromosome_12.3862.1.5f15e4d7","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2350","evm.TU.chromosome_12.1165.1.5f15df07.1.5f168be7","GO:0071223","cellular response to lipoteichoic acid",6,1,0.04,0.0421,"Cellular Components",0.166666666666667
"2351","evm.TU.chromosome_12.1165","GO:0071223","cellular response to lipoteichoic acid",6,1,0.04,0.0421,"Cellular Components",0.166666666666667
"2352","evm.TU.chromosome_12.1165.1.5f15df07","GO:0071223","cellular response to lipoteichoic acid",6,1,0.04,0.0421,"Cellular Components",0.166666666666667
"2353","evm.TU.chromosome_12.1166","GO:0071223","cellular response to lipoteichoic acid",6,1,0.04,0.0421,"Cellular Components",0.166666666666667
"2354","evm.TU.chromosome_12.1830","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2355","evm.TU.chromosome_12.1830","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2356","evm.TU.chromosome_12.296","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2357","evm.TU.chromosome_12.703","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2358","evm.TU.chromosome_12.216","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2359","evm.TU.chromosome_12.210","GO:0000354","cis assembly of pre-catalytic spliceosome",2,1,0.01,0.0142,"Cellular Components",0.5
"2360","evm.TU.chromosome_12.1396","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2361","evm.TU.chromosome_12.1972","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2362","evm.TU.chromosome_12.471","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2363","evm.TU.chromosome_12.2930","GO:0007344","pronuclear fusion",4,1,0.03,0.0282,"Cellular Components",0.25
"2364","evm.TU.chromosome_12.10","GO:2000379","positive regulation of reactive oxygen species meta...",37,2,0.26,0.0286,"Cellular Components",0.0540540540540541
"2365","evm.TU.chromosome_12.1058","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2366","evm.TU.chromosome_12.1059","GO:0034587","piRNA processing",19,2,0.14,0.008,"Cellular Components",0.105263157894737
"2367","evm.TU.chromosome_12.1059","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2368","evm.TU.chromosome_12.2713","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2369","evm.TU.chromosome_12.2794","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2370","evm.TU.chromosome_12.2794","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2371","evm.TU.chromosome_12.2794","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2372","evm.TU.chromosome_12.2790","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2373","evm.TU.chromosome_12.2944","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2374","evm.TU.chromosome_12.2942","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2375","evm.TU.chromosome_12.1572","GO:0051170","import into nucleus",67,2,0.48,0.035,"Cellular Components",0.0298507462686567
"2376","evm.TU.chromosome_12.1572","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2377","evm.TU.chromosome_12.1572","GO:0000387","spliceosomal snRNP assembly",35,3,0.25,0.0114,"Cellular Components",0.0857142857142857
"2378","evm.TU.chromosome_12.1775","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2379","evm.TU.chromosome_12.161","GO:0007283","spermatogenesis",245,8,1.75,0.0021,"Cellular Components",0.0326530612244898
"2380","evm.TU.chromosome_12.3684","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2381","evm.TU.chromosome_12.2766","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2382","evm.TU.chromosome_12.1434","GO:0051289","protein homotetramerization",64,3,0.46,0.0108,"Cellular Components",0.046875
"2383","evm.TU.chromosome_12.2551","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2384","evm.TU.chromosome_12.2552","GO:0007017","microtubule-based process",566,7,4.04,0.0226,"Cellular Components",0.0123674911660777
"2385","evm.TU.chromosome_12.3601","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2386","evm.TU.chromosome_12.3601","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2387","evm.TU.chromosome_12.304","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2388","evm.TU.chromosome_12.304.1.5f15dd4f","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2389","evm.TU.chromosome_12.305","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2390","evm.TU.chromosome_12.1320","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2391","evm.TU.chromosome_12.2308","GO:0030278","regulation of ossification",193,3,1.38,0.0281,"Cellular Components",0.0155440414507772
"2392","evm.TU.chromosome_12.924","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2393","evm.TU.chromosome_12.924","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2394","evm.TU.chromosome_12.924","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2395","evm.TU.chromosome_12.924","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2396","evm.TU.chromosome_12.925","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2397","evm.TU.chromosome_12.925","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2398","evm.TU.chromosome_12.925","GO:0002532","production of molecular mediator involved in inflam...",61,3,0.44,0.0297,"Cellular Components",0.0491803278688525
"2399","evm.TU.chromosome_12.925","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2400","evm.TU.chromosome_12.923","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2401","evm.TU.chromosome_12.923","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2402","evm.TU.chromosome_12.923","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2403","evm.TU.chromosome_12.923","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2404","evm.TU.chromosome_12.923","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2405","evm.TU.chromosome_12.928","GO:0006032","chitin catabolic process",30,6,0.21,6e-08,"Cellular Components",0.2
"2406","evm.TU.chromosome_12.928","GO:0000272","polysaccharide catabolic process",59,6,0.42,3.9e-06,"Cellular Components",0.101694915254237
"2407","evm.TU.chromosome_12.928","GO:0044245","polysaccharide digestion",14,2,0.1,0.0043,"Cellular Components",0.142857142857143
"2408","evm.TU.chromosome_12.928","GO:0009617","response to bacterium",378,6,2.7,0.0176,"Cellular Components",0.0158730158730159
"2409","evm.TU.chromosome_12.227","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,3,0.74,0.0384,"Cellular Components",0.0288461538461538
"2410","evm.TU.chromosome_12.443","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2411","evm.TU.chromosome_12.2229","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
"2412","evm.TU.chromosome_12.1510","GO:0048010","vascular endothelial growth factor receptor signali...",45,2,0.32,0.0409,"Cellular Components",0.0444444444444444
"2413","evm.TU.chromosome_12.1410","GO:0045892","negative regulation of DNA-templated transcription",550,7,3.92,0.0358,"Cellular Components",0.0127272727272727
