"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"1470","Cluster_1452","evm.TU.chromosome_11.1168",-0.372251101981863,0.627748898018137,0.965923570446312,158,-22.61,2,21,"33 53",19,"63.16%","89.47%",19,"CDS"
"1471","Cluster_247","evm.TU.chromosome_2.345",-0.528754809661075,0.471245190338925,0.946707167378943,176,-22.92,2,17,"3570 3591",15,"93.33%","100.00%",15,"CDS"
"1472","Cluster_1452","evm.TU.chromosome_8.957",0.470569859770471,0.529430140229529,0.954052591070421,151,-21.99,2,21,"389 414",23,"65.22%","69.57%",19,"CDS"
"1473","Cluster_9205","evm.TU.chromosome_8.956",0.732206290589004,0.267793709410996,0.915422789175048,158,-21.9,2,21,"557 577",19,"68.42%","84.21%",19,"CDS"
"1474","Cluster_2972","evm.TU.chromosome_8.955",0.421570163174731,0.578429836825269,0.959925829896843,151,-25.86,2,21,"515 537",20,"70.00%","70.00%",19,"3'UTR"
"1475","Cluster_8986","evm.TU.chromosome_8.953",-0.260691060729354,0.739308939270646,0.977002570644759,165,-21.4,2,18,"127 148",16,"81.25%","87.50%",16,"CDS"
"1476","Cluster_1452","evm.TU.chromosome_8.952",0.997182074017959,0.00281792598204054,0.782928363546353,151,-21.99,2,21,"389 414",23,"65.22%","69.57%",19,"CDS"
"1477","Cluster_1453","evm.TU.chromosome_8.950",-0.920227917958492,0.0797720820415084,0.887591001320204,192,-35.66,2,21,"770 791",19,"94.74%","94.74%",19,"CDS"
"1478","Cluster_492","evm.TU.chromosome_14.1562",-0.467414080097229,0.532585919902771,0.954261969468618,164,-22.42,2,19,"1482 1502",17,"82.35%","88.24%",17,"CDS"
"1479","Cluster_4831","evm.TU.chromosome_6.1042",-0.90850053461934,0.0914994653806595,0.89367548557545,157,-20.28,2,20,"1229 1249",18,"77.78%","77.78%",18,"CDS"
"1480","Cluster_1452","evm.TU.chromosome_6.1041",0.528785560884295,0.471214439115705,0.946707167378943,154,-23.16,2,21,"5499 5525",24,"66.67%","75.00%",19,"CDS"
"1481","Cluster_4425","evm.TU.chromosome_6.1041",0.649973025051277,0.350026974948723,0.928836065756226,151,-20.33,2,18,"4184 4204",16,"75.00%","81.25%",16,"CDS"
"1482","Cluster_4696","evm.TU.chromosome_12.617",-0.220762462849035,0.779237537150965,0.981164109592413,152,-20.96,2,21,"2034 2055",21,"71.43%","76.19%",19,"CDS"
"1483","Cluster_1192","evm.TU.chromosome_6.1049",-0.447219280364864,0.552780719635136,0.95739760892432,163,-22.76,2,21,"1945 1967",20,"75.00%","80.00%",19,"CDS"
"1484","Cluster_3730","evm.TU.chromosome_2.349",0.622820027153026,0.377179972846974,0.934435247256812,162,-20.18,2,21,"397 420",21,"76.19%","80.95%",19,"CDS"
"1485","Cluster_1452","evm.TU.chromosome_14.5650",0.706897492976156,0.293102507023844,0.918309111319869,163,-25.91,2,20,"7510 7531",18,"72.22%","83.33%",18,"CDS"
"1486","Cluster_3037","evm.TU.chromosome_14.5650",-0.46620344555915,0.53379655444085,0.954431959365243,153,-21.88,2,20,"4074 4093",18,"72.22%","77.78%",18,"CDS"
"1487","Cluster_3037","evm.TU.chromosome_14.5653",-0.328974255275313,0.671025744724687,0.96921827177767,142,-21.21,2,20,"1340 1356",18,"66.67%","72.22%",18,"CDS"
"1488","Cluster_4646","evm.TU.chromosome_14.5653",-0.444697189858327,0.555302810141673,0.957534637321129,165,-20.23,2,19,"665 688",19,"78.95%","84.21%",17,"3'UTR"
"1489","Cluster_492","evm.TU.chromosome_14.5658",-0.420991152038663,0.579008847961337,0.95999263946421,161,-22.17,2,20,"1642 1668",23,"73.91%","78.26%",18,"CDS"
"1490","Cluster_995","evm.TU.chromosome_14.5658",-0.0582937152457292,0.941706284754271,0.996754740755745,154,-26.71,2,21,"1195 1221",24,"70.83%","70.83%",19,"CDS"
"1491","Cluster_137","evm.TU.chromosome_11.3150",-0.794615493123577,0.205384506876423,0.906247607922751,156,-20.96,2,20,"9729 9748",18,"77.78%","77.78%",18,"CDS"
"1492","Cluster_5061","evm.TU.chromosome_11.3150",-0.700602756780423,0.299397243219577,0.91947132985351,160,-20.12,2,19,"6151 6171",17,"76.47%","88.24%",17,"CDS"
"1493","Cluster_1453","evm.TU.chromosome_11.3157",0.776761291323407,0.223238708676593,0.91005285916268,162,-24.06,2,19,"2810 2831",17,"70.59%","88.24%",17,"CDS"
"1494","Cluster_4646","evm.TU.chromosome_11.3157",0.799004367435638,0.200995632564362,0.906229497308454,167,-21.2,2,20,"481 502",18,"77.78%","83.33%",18,"3'UTR"
"1495","Cluster_3331","evm.TU.chromosome_14.4306",-0.850392958348832,0.149607041651168,0.898703571176249,157,-20.88,2,20,"377 397",18,"66.67%","88.89%",18,"3'UTR"
"1496","Cluster_3337","evm.TU.chromosome_14.4306",0.964427513824776,0.0355724861752239,0.874194739486833,157,-20.88,2,20,"377 397",18,"66.67%","88.89%",18,"3'UTR"
"1497","Cluster_3338","evm.TU.chromosome_14.4306",0.964427513824776,0.0355724861752239,0.874194739486833,157,-20.88,2,20,"377 397",18,"66.67%","88.89%",18,"3'UTR"
"1498","Cluster_860","evm.TU.chromosome_9.1337",0.38843140731003,0.61156859268997,0.963891976544335,174,-23.07,2,21,"101 121",19,"84.21%","89.47%",19,"CDS"
"1499","Cluster_4044","evm.TU.chromosome_9.1337",-0.0852236425818307,0.914776357418169,0.993453365875043,159,-21.47,2,21,"3219 3242",21,"66.67%","80.95%",19,"CDS"
"1500","Cluster_3293","evm.TU.chromosome_9.2755",0.842641127905911,0.157358872094089,0.898703571176249,153,-20.98,2,19,"1888 1909",18,"72.22%","77.78%",17,"CDS"
"1501","Cluster_3293","evm.TU.chromosome_9.2755",0.842641127905911,0.157358872094089,0.898703571176249,155,-21.22,2,18,"1353 1375",18,"77.78%","83.33%",16,"CDS"
"1502","Cluster_3293","evm.TU.chromosome_9.2755",0.842641127905911,0.157358872094089,0.898703571176249,163,-23.08,2,18,"1791 1813",18,"83.33%","88.89%",16,"CDS"
"1503","Cluster_1453","evm.TU.chromosome_8.1597",0.576216050354007,0.423783949645993,0.941608673932886,155,-24.72,2,19,"1432 1453",18,"77.78%","83.33%",17,"CDS"
"1504","Cluster_3293","evm.TU.chromosome_7.208",-0.572131930759328,0.427868069240672,0.94219621909932,167,-21.83,2,20,"723 743",18,"77.78%","83.33%",18,"CDS"
"1505","Cluster_3406","evm.TU.chromosome_14.39_evm.TU.chromosome_14.40",0.614765853174744,0.385234146825256,0.935680465891915,161,-20.89,2,16,"944 964",14,"92.86%","92.86%",14,"3'UTR"
"1506","Cluster_1453","evm.TU.chromosome_3.1826",0.93418995450954,0.0658100454904601,0.882982522357041,160,-22.9,2,21,"832 851",19,"78.95%","84.21%",19,"CDS"
"1507","Cluster_998","evm.TU.chromosome_3.1821",-0.442491256477574,0.557508743522426,0.957550513459446,167,-22.9,2,20,"1691 1711",18,"77.78%","83.33%",18,"CDS"
"1508","Cluster_998","evm.TU.chromosome_2.794",0.711827683692231,0.288172316307769,0.917541935526466,169,-20.79,2,18,"646 666",16,"81.25%","93.75%",16,"CDS"
"1509","Cluster_492","evm.TU.chromosome_2.793",-0.634788578788006,0.365211421211994,0.931937317045977,164,-20.34,2,21,"1023 1044",19,"73.68%","78.95%",19,"CDS"
"1510","Cluster_1453","evm.TU.chromosome_2.793",-0.268427461962316,0.731572538037684,0.976191538237123,155,-23,2,16,"1575 1596",14,"78.57%","85.71%",14,"CDS"
"1511","Cluster_1453","evm.TU.chromosome_9.1330",-0.592774182529553,0.407225817470447,0.939153548577758,158,-22.74,2,20,"268 286",18,"83.33%","83.33%",18,"CDS"
"1512","Cluster_492","evm.TU.chromosome_2.421",0.832051995112896,0.167948004887104,0.901826232415531,154,-21.02,2,20,"2238 2264",23,"65.22%","73.91%",18,"CDS"
"1513","Cluster_1411","evm.TU.chromosome_2.423",-0.203166855038438,0.796833144961562,0.982921520921556,163,-20.43,2,21,"890 910",20,"85.00%","85.00%",19,"3'UTR"
"1514","Cluster_4696","evm.TU.chromosome_2.423",0.649248204980985,0.350751795019015,0.928941373413377,157,-23.82,2,21,"873 899",24,"75.00%","75.00%",19,"3'UTR"
"1515","Cluster_1483","evm.TU.chromosome_2.425",-0.868331402137909,0.131668597862091,0.898703571176249,182,-23.24,2,20,"266 288",19,"89.47%","94.74%",18,"CDS"
"1516","Cluster_3406","evm.TU.chromosome_2.425",0.8619778847758,0.1380221152242,0.898703571176249,166,-20.59,2,21,"1545 1565",19,"78.95%","84.21%",19,"CDS"
"1517","Cluster_1411","evm.TU.chromosome_2.428",0.0028305408403756,0.997169459159624,0.999879864053375,160,-21.88,2,21,"829 850",19,"68.42%","78.95%",19,"CDS"
"1518","Cluster_1192","evm.TU.chromosome_7.2090",0.751753735822356,0.248246264177644,0.915026044476702,159,-22.47,2,21,"354 376",20,"70.00%","80.00%",19,"CDS"
"1519","Cluster_1473","evm.TU.chromosome_10.2999",-0.477989236355078,0.522010763644922,0.952761452800425,154,-23.13,2,17,"535 555",15,"80.00%","86.67%",15,"CDS"
"1520","Cluster_4640","evm.TU.chromosome_10.2997",0.158710939978437,0.841289060021563,0.98679696497016,163,-20.48,2,21,"482 504",20,"75.00%","80.00%",19,"CDS"
"1521","Cluster_508","evm.TU.chromosome_12.2649",-0.951152553812319,0.0488474461876807,0.87929717882309,157,-20.55,2,21,"191 217",24,"70.83%","79.17%",19,"3'UTR"
"1522","Cluster_3331","evm.TU.chromosome_7.203",0.754090454146106,0.245909545853893,0.915026044476702,146,-21.22,2,21,"475 501",24,"66.67%","66.67%",19,"3'UTR"
"1523","Cluster_3337","evm.TU.chromosome_7.203",-0.484888354975816,0.515111645024184,0.952231948970064,146,-21.22,2,21,"475 501",24,"66.67%","66.67%",19,"3'UTR"
"1524","Cluster_3338","evm.TU.chromosome_7.203",-0.484888354975816,0.515111645024184,0.952231948970064,146,-21.22,2,21,"475 501",24,"66.67%","66.67%",19,"3'UTR"
"1525","Cluster_3037","evm.TU.chromosome_11.552",-0.751155046456695,0.248844953543305,0.915026044476702,166,-22.48,2,17,"896 915",15,"93.33%","93.33%",15,"3'UTR"
"1526","Cluster_2097","evm.TU.chromosome_11.553",-0.584310400097889,0.415689599902111,0.940662760577764,171,-23.22,2,16,"1152 1173",14,"92.86%","100.00%",14,"CDS"
"1527","Cluster_2073","evm.TU.chromosome_11.556",-0.754046516034607,0.245953483965393,0.915026044476702,158,-20.3,2,20,"3252 3276",21,"71.43%","76.19%",18,"CDS"
"1528","Cluster_1453","evm.TU.chromosome_11.554",-0.223084432625035,0.776915567374965,0.980925919529376,161,-24.47,2,21,"357 380",22,"72.73%","81.82%",19,"CDS"
"1529","Cluster_492","evm.TU.chromosome_11.558",-0.824358678037316,0.175641321962684,0.904355635555941,171,-20.89,2,20,"113 134",18,"77.78%","88.89%",18,"CDS"
"1530","Cluster_1452","evm.TU.chromosome_7.1319",0.0354955165009796,0.96450448349902,0.998589697758929,162,-24.46,2,21,"1127 1147",19,"73.68%","84.21%",19,"CDS"
"1531","Cluster_1452","evm.TU.chromosome_7.1319",0.0354955165009796,0.96450448349902,0.998589697758929,162,-24.46,2,21,"125 145",19,"73.68%","84.21%",19,"CDS"
"1532","Cluster_4425","evm.TU.chromosome_12.4041",-0.817476418067651,0.182523581932349,0.904582859771347,153,-22.26,2,21,"1284 1306",21,"71.43%","76.19%",19,"CDS"
"1533","Cluster_1453","evm.TU.chromosome_12.4045",-0.948939168915389,0.0510608310846107,0.880794722388876,155,-21.84,2,20,"1371 1390",18,"77.78%","83.33%",18,"CDS"
"1534","Cluster_2097","evm.TU.chromosome_12.4045",-0.57069719104457,0.42930280895543,0.942430506551953,170,-23.13,2,21,"611 631",19,"78.95%","89.47%",19,"CDS"
"1535","Cluster_2097","evm.TU.chromosome_12.4046",0.739466350685683,0.260533649314317,0.915422789175048,170,-21.01,2,20,"354 376",19,"78.95%","89.47%",18,"CDS"
"1536","Cluster_247","evm.TU.chromosome_1.542",-0.0710077164383737,0.928992283561626,0.995248415031654,174,-24.88,2,21,"860 883",21,"85.71%","85.71%",19,"3'UTR"
"1537","Cluster_4696","evm.TU.chromosome_1.549",0.913732768064174,0.0862672319358264,0.891700478592926,155,-20.5,2,21,"371 389",19,"73.68%","84.21%",19,"3'UTR"
"1538","Cluster_4831","evm.TU.chromosome_10.3114",0.0456994537610343,0.954300546238966,0.997595106810721,173,-24.99,2,20,"173 197",21,"85.71%","85.71%",18,"CDS"
"1539","Cluster_492","evm.TU.chromosome_10.3112",-0.912871102202172,0.0871288977978282,0.891785287562011,164,-21.69,2,21,"7618 7639",19,"68.42%","84.21%",19,"CDS"
"1540","Cluster_9000","evm.TU.chromosome_10.3112",-0.471230174983931,0.528769825016069,0.953962628736048,168,-20.17,2,21,"9670 9691",19,"73.68%","84.21%",19,"CDS"
"1541","Cluster_8986","evm.TU.chromosome_4.1017",0.738051629304626,0.261948370695374,0.915422789175048,164,-20.99,2,18,"29 51",17,"82.35%","88.24%",16,"3'UTR"
"1542","Cluster_3730","evm.TU.chromosome_4.1011",0.326178850835142,0.673821149164858,0.969622216603404,169,-20.09,2,18,"1098 1119",16,"87.50%","87.50%",16,"CDS"
"1543","Cluster_1452","evm.TU.chromosome_3.166",-0.581983896879602,0.418016103120398,0.94091187323906,156,-21.88,2,21,"747 766",19,"73.68%","84.21%",19,"3'UTR"
"1544","Cluster_1452","evm.TU.chromosome_3.166",-0.581983896879602,0.418016103120398,0.94091187323906,165,-22.23,2,21,"144 165",20,"80.00%","85.00%",19,"3'UTR"
"1545","Cluster_8986","evm.TU.chromosome_3.166",-0.54847561908594,0.45152438091406,0.945008158598218,165,-22.41,2,21,"1419 1438",19,"78.95%","84.21%",19,"CDS"
"1546","Cluster_1453","evm.TU.chromosome_3.161",-0.206108589674061,0.793891410325939,0.982601290157862,147,-22.49,2,18,"3506 3526",16,"68.75%","81.25%",16,"CDS"
"1547","Cluster_995","evm.TU.chromosome_3.160",-0.167492178738665,0.832507821261335,0.986216686213783,159,-21.69,2,17,"2438 2461",17,"82.35%","82.35%",15,"CDS"
"1548","Cluster_8986","evm.TU.chromosome_3.163",-0.696626043785963,0.303373956214037,0.92013265696991,157,-20.7,2,21,"516 535",19,"73.68%","78.95%",19,"CDS"
"1549","Cluster_1453","evm.TU.chromosome_3.162",-0.589586404878925,0.410413595121075,0.939669568799987,162,-24.35,2,21,"201 224",21,"76.19%","80.95%",19,"3'UTR"
"1550","Cluster_1453","evm.TU.chromosome_11.1307",0.666510008488032,0.333489991511968,0.925508560508553,151,-22.52,2,21,"425 447",20,"65.00%","75.00%",19,"CDS"
"1551","Cluster_2097","evm.TU.chromosome_11.1306",0.742525506875799,0.257474493124201,0.915422789175048,158,-23.95,2,21,"201 228",25,"68.00%","76.00%",19,"CDS"
"1552","Cluster_998","evm.TU.chromosome_13.2468",0.216743996905276,0.783256003094724,0.981448892987636,142,-20.01,2,16,"321 345",18,"66.67%","72.22%",14,"CDS"
"1553","Cluster_1453","evm.TU.chromosome_13.2468",0.938235851424257,0.0617641485757427,0.882982522357041,156,-20.99,2,18,"1253 1275",17,"76.47%","82.35%",16,"CDS"
"1554","Cluster_2097","evm.TU.chromosome_13.2468",0.429208039591637,0.570791960408363,0.958694877370302,154,-20.85,2,21,"70 98",26,"69.23%","69.23%",19,"CDS"
"1555","Cluster_4044","evm.TU.chromosome_13.2468",0.79942841700758,0.20057158299242,0.906229497308454,165,-21.49,2,19,"437 459",18,"77.78%","88.89%",17,"3'UTR"
"1556","Cluster_9205","evm.TU.chromosome_13.2468",-0.462905808155342,0.537094191844658,0.95495407975981,160,-20.35,2,19,"177 197",17,"82.35%","82.35%",17,"CDS"
"1557","Cluster_860","evm.TU.chromosome_9.62",-0.701263485326955,0.298736514673045,0.919312471009613,167,-20.02,2,21,"2141 2163",20,"80.00%","80.00%",19,"CDS"
"1558","Cluster_998","evm.TU.chromosome_9.62",0.170382353042426,0.829617646957574,0.985946791113909,157,-21.18,2,20,"785 809",22,"72.73%","77.27%",18,"CDS"
"1559","Cluster_1453","evm.TU.chromosome_9.62",-0.356459125311484,0.643540874688516,0.967711748254213,162,-27.24,2,15,"2355 2376",13,"84.62%","100.00%",13,"CDS"
"1560","Cluster_3331","evm.TU.chromosome_9.62",0.546637339218967,0.453362660781033,0.94508827395587,161,-20.65,2,18,"120 141",16,"81.25%","81.25%",16,"3'UTR"
"1561","Cluster_3337","evm.TU.chromosome_9.62",-0.268193995453995,0.731806004546005,0.97620038548155,161,-20.65,2,18,"120 141",16,"81.25%","81.25%",16,"3'UTR"
"1562","Cluster_3338","evm.TU.chromosome_9.62",-0.268193995453995,0.731806004546005,0.97620038548155,161,-20.65,2,18,"120 141",16,"81.25%","81.25%",16,"3'UTR"
"1563","Cluster_3406","evm.TU.chromosome_4.220",-0.693442266034483,0.306557733965517,0.920623833288677,163,-20.7,2,20,"652 673",18,"72.22%","83.33%",18,"CDS"
"1564","Cluster_998","evm.TU.chromosome_10.1408",-0.620310651539919,0.379689348460081,0.934493559480521,150,-25.08,2,20,"1190 1218",26,"61.54%","69.23%",18,"CDS"
"1565","Cluster_2097","evm.TU.chromosome_7.776",-0.561982918616531,0.438017081383469,0.943169921698851,145,-20.13,2,21,"1071 1096",24,"66.67%","66.67%",19,"CDS"
"1566","Cluster_2097","evm.TU.chromosome_7.778",-0.65769233581047,0.34230766418953,0.927185208595011,163,-20.41,2,17,"181 203",16,"81.25%","93.75%",15,"CDS"
"1567","Cluster_508","evm.TU.chromosome_7.779",0.328863502216095,0.671136497783905,0.969235467956512,168,-24.35,2,21,"3271 3292",19,"73.68%","84.21%",19,"CDS"
"1568","Cluster_4696","evm.TU.chromosome_6.1209",0.173546442562482,0.826453557437518,0.985709998309893,158,-20.78,2,21,"345 368",21,"71.43%","80.95%",19,"CDS"
"1569","Cluster_1452","evm.TU.chromosome_6.1200",-0.956490284520658,0.0435097154793424,0.87750076924261,161,-22.21,2,20,"389 414",22,"77.27%","77.27%",18,"CDS"
"1570","Cluster_4425","evm.TU.chromosome_6.1207",-0.527807780403116,0.472192219596884,0.946707167378943,164,-22.28,2,18,"978 1000",17,"82.35%","88.24%",16,"3'UTR"
"1571","Cluster_1663","evm.TU.chromosome_10.2382",0.292144650061334,0.707855349938666,0.973950500526009,164,-20.53,2,18,"133 155",17,"82.35%","88.24%",16,"CDS"
"1572","Cluster_1452","evm.TU.chromosome_14.2823",-0.349194682008546,0.650805317991454,0.968379445677871,167,-20.71,2,20,"1051 1072",18,"77.78%","83.33%",18,"CDS"
"1573","Cluster_998","evm.TU.chromosome_6.755",-0.233922062535867,0.766077937464133,0.979844769149523,160,-20.23,2,17,"997 1017",15,"80.00%","86.67%",15,"CDS"
"1574","Cluster_1453","evm.TU.chromosome_2.1370",-0.480813493189062,0.519186506810938,0.95248672683699,161,-25.6,2,20,"882 905",20,"75.00%","85.00%",18,"3'UTR"
"1575","Cluster_2097","evm.TU.chromosome_2.1373",0.559323289461207,0.440676710538793,0.943205061944196,158,-20.6,2,21,"742 765",21,"71.43%","80.95%",19,"CDS"
"1576","Cluster_4831","evm.TU.chromosome_2.1372",-0.342226374961125,0.657773625038875,0.968546150882597,164,-26.59,2,21,"82 103",19,"68.42%","84.21%",19,"CDS"
"1577","Cluster_2097","evm.TU.chromosome_2.1374",0.153992989726543,0.846007010273457,0.987205636861023,158,-20.6,2,21,"736 759",21,"71.43%","80.95%",19,"CDS"
"1578","Cluster_2097","evm.TU.chromosome_2.1377",0.28079559791403,0.71920440208597,0.975078726289593,166,-21.75,2,19,"280 301",17,"76.47%","88.24%",17,"3'UTR"
"1579","Cluster_9000","evm.TU.chromosome_2.1378",-0.534011055580476,0.465988944419524,0.946380318816262,180,-28.17,2,21,"134 155",19,"78.95%","94.74%",19,"CDS"
"1580","Cluster_860","evm.TU.chromosome_11.2550",-0.283067134882899,0.716932865117101,0.974847081624765,161,-22.54,2,21,"123 144",20,"75.00%","85.00%",19,"CDS"
"1581","Cluster_860","evm.TU.chromosome_11.2550",-0.283067134882899,0.716932865117101,0.974847081624765,161,-22.54,2,21,"438 459",20,"75.00%","85.00%",19,"CDS"
"1582","Cluster_3293","evm.TU.chromosome_5.540",0.0369366114853355,0.963063388514665,0.998420729283523,151,-20.53,2,20,"1428 1447",19,"73.68%","78.95%",18,"CDS"
"1583","Cluster_4696","evm.TU.chromosome_5.545",-0.316346418080481,0.683653581919519,0.970921779173407,167,-21.3,2,21,"573 595",20,"75.00%","85.00%",19,"3'UTR"
"1584","Cluster_2097","evm.TU.chromosome_5.549",0.360698603901471,0.639301396098529,0.967686252198847,153,-20.71,2,21,"3260 3287",25,"72.00%","72.00%",19,"CDS"
"1585","Cluster_4831","evm.TU.chromosome_5.549",-0.494654091370686,0.505345908629314,0.951117458477328,162,-24.08,2,15,"1942 1963",13,"92.31%","92.31%",13,"CDS"
"1586","Cluster_137","evm.TU.chromosome_5.548",0.805943140883274,0.194056859116725,0.906229497308454,167,-22.84,2,21,"1012 1034",20,"80.00%","80.00%",19,"CDS"
"1587","Cluster_995","evm.TU.chromosome_5.548",0.841296149281556,0.158703850718444,0.898875540567954,173,-21.55,2,19,"3014 3036",18,"88.89%","88.89%",17,"CDS"
"1588","Cluster_1192","evm.TU.chromosome_5.548",0.370709079559966,0.629290920440034,0.966207817008666,167,-21.25,2,21,"2559 2582",21,"76.19%","80.95%",19,"CDS"
"1589","Cluster_4640","evm.TU.chromosome_13.2870",-0.672310307674522,0.327689692325478,0.924389283359891,175,-23.12,2,21,"878 901",21,"80.95%","85.71%",19,"3'UTR"
"1590","Cluster_3037","evm.TU.chromosome_13.2878",-0.0476957969284561,0.952304203071544,0.997460580153603,153,-20.88,2,17,"903 921",15,"80.00%","86.67%",15,"CDS"
"1591","Cluster_1663","evm.TU.chromosome_5.1018",0.327119227794306,0.672880772205694,0.969459035812326,164,-20.9,2,21,"806 825",19,"84.21%","84.21%",19,"CDS"
"1592","Cluster_137","evm.TU.chromosome_5.1015",0.380220684747777,0.619779315252223,0.964991469595083,173,-24.25,2,19,"368 390",18,"83.33%","94.44%",17,"3'UTR"
"1593","Cluster_998","evm.TU.chromosome_5.1015",0.0333613765301128,0.966638623469887,0.998711449150132,155,-21.52,2,18,"174 193",16,"75.00%","87.50%",16,"CDS"
"1594","Cluster_4696","evm.TU.chromosome_5.1014",-0.781592356383062,0.218407643616938,0.909535822745022,165,-23,2,19,"283 305",18,"77.78%","88.89%",17,"CDS"
"1595","Cluster_3406","evm.TU.chromosome_5.1016",-0.845265015168719,0.154734984831281,0.898703571176249,163,-22.5,2,21,"863 886",21,"71.43%","80.95%",19,"CDS"
"1596","Cluster_1453","evm.TU.chromosome_5.1013",0.000206581826370962,0.999793418173629,0.999986265670755,156,-20.21,2,21,"1645 1666",19,"68.42%","73.68%",19,"CDS"
"1597","Cluster_2097","evm.TU.chromosome_14.577",-0.933320300870505,0.066679699129495,0.883143060980491,168,-22.75,2,21,"149 170",19,"73.68%","84.21%",19,"CDS"
"1598","Cluster_1452","evm.TU.chromosome_14.573",-0.751685503552001,0.248314496447999,0.915026044476702,155,-20.49,2,18,"335 355",16,"75.00%","87.50%",16,"3'UTR"
"1599","Cluster_1452","evm.TU.chromosome_14.573",-0.751685503552001,0.248314496447999,0.915026044476702,161,-21.54,2,21,"225 246",20,"75.00%","85.00%",19,"3'UTR"
"1600","Cluster_1663","evm.TU.chromosome_14.1663",0.294756319511585,0.705243680488415,0.97362480475568,158,-23.14,2,21,"185 209",22,"72.73%","77.27%",19,"CDS"
"1601","Cluster_1453","evm.TU.chromosome_14.1662",-0.26798495070217,0.73201504929783,0.97620038548155,146,-20.17,2,21,"126 144",20,"70.00%","75.00%",19,"3'UTR"
"1602","Cluster_3331","evm.TU.chromosome_14.1662",0.508565131219388,0.491434868780611,0.94886216908148,156,-24.18,2,21,"659 680",19,"68.42%","73.68%",19,"3'UTR"
"1603","Cluster_3337","evm.TU.chromosome_14.1662",-0.350526312831091,0.649473687168909,0.968203763941026,156,-24.18,2,21,"659 680",19,"68.42%","73.68%",19,"3'UTR"
"1604","Cluster_3338","evm.TU.chromosome_14.1662",-0.350526312831091,0.649473687168909,0.968203763941026,156,-24.18,2,21,"659 680",19,"68.42%","73.68%",19,"3'UTR"
"1605","Cluster_449","evm.TU.chromosome_9.1500",0.395918356242611,0.604081643757389,0.963082325806033,154,-20.28,2,21,"776 796",19,"73.68%","73.68%",19,"CDS"
"1606","Cluster_1155","evm.TU.chromosome_9.1500",-0.815062754072717,0.184937245927283,0.905165664229304,164,-21.71,2,17,"254 275",15,"86.67%","86.67%",15,"CDS"
"1607","Cluster_1453","evm.TU.chromosome_9.1507",0.951222656040845,0.0487773439591548,0.87929717882309,156,-23.95,2,17,"1847 1868",15,"73.33%","86.67%",15,"CDS"
"1608","Cluster_8986","evm.TU.chromosome_9.1505",-0.0798247914322591,0.920175208567741,0.994119938528644,158,-20.04,2,21,"612 632",19,"68.42%","84.21%",19,"CDS"
"1609","Cluster_1663","evm.TU.chromosome_5.1499",0.297489613311394,0.702510386688606,0.973321906611189,154,-20.38,2,21,"2710 2734",22,"68.18%","77.27%",19,"CDS"
"1610","Cluster_2151","evm.TU.chromosome_5.1499",-0.253490803876842,0.746509196123158,0.977984277896594,163,-21.24,2,19,"5677 5698",18,"83.33%","88.89%",17,"CDS"
"1611","Cluster_4425","evm.TU.chromosome_5.1499",0.962789565680178,0.0372104343198219,0.874561935685824,155,-21.84,2,20,"2413 2434",18,"66.67%","77.78%",18,"CDS"
"1612","Cluster_4696","evm.TU.chromosome_5.1499",-0.312504512107054,0.687495487892946,0.971405373392998,148,-20.01,2,21,"5160 5181",19,"57.89%","73.68%",19,"CDS"
"1613","Cluster_1453","evm.TU.chromosome_8.566",-0.234367188948835,0.765632811051165,0.979807850624742,188,-34.55,2,21,"4184 4205",19,"89.47%","94.74%",19,"CDS"
"1614","Cluster_2097","evm.TU.chromosome_8.569",0.70936384255369,0.29063615744631,0.918084793117079,168,-24.41,2,21,"622 643",19,"68.42%","89.47%",19,"3'UTR"
"1615","Cluster_3406","evm.TU.chromosome_8.569",0.102595520928349,0.897404479071651,0.991731806860841,158,-26.38,2,21,"253 273",19,"73.68%","78.95%",19,"CDS"
"1616","Cluster_2097","evm.TU.chromosome_14.3758",-0.430922122514141,0.569077877485859,0.958374610418849,158,-22.41,2,21,"2712 2737",23,"69.57%","78.26%",19,"CDS"
"1617","Cluster_998","evm.TU.chromosome_14.3753",0.294750884173444,0.705249115826556,0.97362577228035,162,-20.46,2,20,"351 373",20,"75.00%","80.00%",18,"3'UTR"
"1618","Cluster_998","evm.TU.chromosome_14.3752",-0.0455176763338889,0.954482323666111,0.997623663326034,162,-20.46,2,20,"351 373",20,"75.00%","80.00%",18,"3'UTR"
"1619","Cluster_5061","evm.TU.chromosome_10.2203",0.390637105270575,0.609362894729425,0.963725734828755,154,-21.47,2,21,"35 55",19,"68.42%","78.95%",19,"3'UTR"
"1620","Cluster_3889","evm.TU.chromosome_10.2200",0.626167237140776,0.373832762859224,0.933747082651817,161,-24.62,2,20,"220 243",21,"76.19%","80.95%",18,"CDS"
"1621","Cluster_2972","evm.TU.chromosome_10.514",-0.217822138022882,0.782177861977118,0.981445726387778,145,-20.58,2,21,"384 403",19,"68.42%","68.42%",19,"CDS"
"1622","Cluster_9000","evm.TU.chromosome_10.512",0.892808342812482,0.107191657187518,0.898616993877991,171,-23.07,2,21,"929 951",20,"75.00%","90.00%",19,"3'UTR"
