"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"3267","Cluster_2003","evm.TU.chromosome_5.513",-0.13154323782631,0.86845676217369,0.970668511977978,145,-26.6,2,20,"117 143",23,"65.22%","69.57%",18,"CDS"
"3268","Cluster_2003","evm.TU.chromosome_5.513",-0.13154323782631,0.86845676217369,0.970668511977978,146,-20.83,2,21,"20529 20547",20,"70.00%","75.00%",19,"CDS"
"3269","Cluster_2003","evm.TU.chromosome_5.513",-0.13154323782631,0.86845676217369,0.970668511977978,153,-22.41,2,21,"3394 3416",21,"71.43%","76.19%",19,"CDS"
"3270","Cluster_2097","evm.TU.chromosome_5.513",0.87303881546565,0.12696118453435,0.83275037842913,179,-28.1,2,21,"167 190",21,"80.95%","90.48%",19,"3'UTR"
"3271","Cluster_3293","evm.TU.chromosome_5.513",0.871200549670062,0.128799450329938,0.83275037842913,165,-20.04,2,18,"48239 48259",16,"81.25%","87.50%",16,"CDS"
"3272","Cluster_3406","evm.TU.chromosome_5.513",-0.740678026333503,0.259321973666496,0.834125415657406,149,-21.22,2,21,"46939 46963",22,"72.73%","72.73%",19,"CDS"
"3273","Cluster_3406","evm.TU.chromosome_5.513",-0.740678026333503,0.259321973666496,0.834125415657406,150,-20.67,2,17,"13028 13048",15,"73.33%","86.67%",15,"CDS"
"3274","Cluster_3406","evm.TU.chromosome_5.513",-0.740678026333503,0.259321973666496,0.834125415657406,152,-22.41,2,17,"15463 15484",15,"66.67%","86.67%",15,"CDS"
"3275","Cluster_3406","evm.TU.chromosome_5.513",-0.740678026333503,0.259321973666496,0.834125415657406,159,-20.98,2,17,"14624 14647",17,"82.35%","82.35%",15,"CDS"
"3276","Cluster_3730","evm.TU.chromosome_5.513",-0.305445296368521,0.694554703631479,0.927109102257052,143,-20.77,2,21,"26283 26306",21,"61.90%","66.67%",19,"CDS"
"3277","Cluster_3730","evm.TU.chromosome_5.513",-0.305445296368521,0.694554703631479,0.927109102257052,146,-21.83,2,21,"28677 28697",19,"63.16%","73.68%",19,"CDS"
"3278","Cluster_3889","evm.TU.chromosome_5.513",-0.44622580678942,0.55377419321058,0.88993296966646,150,-20.64,2,20,"20529 20550",19,"68.42%","73.68%",18,"CDS"
"3279","Cluster_4831","evm.TU.chromosome_5.513",0.050078279609584,0.949921720390416,0.989208643963679,156,-20.63,2,17,"42244 42265",15,"73.33%","86.67%",15,"CDS"
"3280","Cluster_4831","evm.TU.chromosome_5.513",0.050078279609584,0.949921720390416,0.989208643963679,160,-20.88,2,21,"3297 3318",19,"73.68%","73.68%",19,"CDS"
"3281","Cluster_1452","evm.TU.chromosome_5.510",0.786039740096176,0.213960259903824,0.83275037842913,162,-24.55,2,21,"548 568",19,"73.68%","84.21%",19,"CDS"
"3282","Cluster_1155","evm.TU.chromosome_5.516",-0.846391657715057,0.153608342284943,0.83275037842913,176,-23.3,2,19,"1290 1310",17,"94.12%","94.12%",17,"CDS"
"3283","Cluster_2073","evm.TU.chromosome_5.517",-0.874518414211842,0.125481585788158,0.83275037842913,164,-20.28,2,21,"1257 1278",19,"68.42%","84.21%",19,"CDS"
"3284","Cluster_1452","evm.TU.chromosome_5.519",0.658868949113803,0.341131050886197,0.847526583674495,168,-22.12,2,21,"463 484",19,"73.68%","84.21%",19,"CDS"
"3285","Cluster_3293","evm.TU.chromosome_5.519",0.914232426863359,0.0857675731366408,0.83275037842913,159,-20.28,2,20,"390 410",18,"66.67%","83.33%",18,"3'UTR"
"3286","Cluster_4425","evm.TU.chromosome_12.850",-0.956050801409135,0.0439491985908652,0.83275037842913,158,-20.01,2,20,"1308 1330",19,"68.42%","84.21%",18,"CDS"
"3287","Cluster_3044","evm.TU.chromosome_9.1578",-0.655450564362024,0.344549435637976,0.848769923595979,145,-21.18,2,21,"932 962",28,"64.29%","67.86%",19,"3'UTR"
"3288","Cluster_3044","evm.TU.chromosome_9.1579",-0.890941190809589,0.109058809190411,0.83275037842913,145,-21.18,2,21,"464 494",28,"64.29%","67.86%",19,"3'UTR"
"3289","Cluster_2003","evm.TU.chromosome_9.1570",0.806866965441022,0.193133034558977,0.83275037842913,152,-20.12,2,17,"2419 2440",15,"73.33%","80.00%",15,"CDS"
"3290","Cluster_3406","evm.TU.chromosome_9.1570",0.284137808194702,0.715862191805298,0.934200489206777,153,-23.75,2,21,"1943 1968",23,"73.91%","73.91%",19,"CDS"
"3291","Cluster_1411","evm.TU.chromosome_9.1575",-0.532574881789538,0.467425118210462,0.872938108973689,162,-20.08,2,21,"215 235",19,"73.68%","84.21%",19,"CDS"
"3292","Cluster_1453","evm.TU.chromosome_10.2552",0.993626691828407,0.00637330817159253,0.83275037842913,157,-23.21,2,20,"143 167",21,"66.67%","85.71%",18,"3'UTR"
"3293","Cluster_4831","evm.TU.chromosome_10.2553",0.818972733238217,0.181027266761783,0.83275037842913,166,-26.29,2,15,"859 880",13,"92.31%","100.00%",13,"CDS"
"3294","Cluster_1453","evm.TU.chromosome_10.2551",0.498108877751707,0.501891122248293,0.88261600765278,167,-21.92,2,21,"812 834",20,"80.00%","80.00%",19,"3'UTR"
"3295","Cluster_1452","evm.TU.chromosome_14.6360",0.760520784891513,0.239479215108487,0.83275037842913,153,-23.19,2,21,"486 510",22,"68.18%","81.82%",19,"3'UTR"
"3296","Cluster_860","evm.TU.chromosome_14.6363",-0.817437672198827,0.182562327801173,0.83275037842913,166,-24.27,2,21,"2006 2026",19,"73.68%","89.47%",19,"CDS"
"3297","Cluster_860","evm.TU.chromosome_14.6363",-0.817437672198827,0.182562327801173,0.83275037842913,166,-24.27,2,21,"2591 2611",19,"73.68%","89.47%",19,"CDS"
"3298","Cluster_860","evm.TU.chromosome_14.6363",-0.817437672198827,0.182562327801173,0.83275037842913,169,-21.46,2,20,"3032 3052",18,"83.33%","88.89%",18,"CDS"
"3299","Cluster_1192","evm.TU.chromosome_14.6363",-0.674146364689923,0.325853635310076,0.843738609561863,163,-20.36,2,21,"3656 3678",20,"75.00%","80.00%",19,"CDS"
"3300","Cluster_1453","evm.TU.chromosome_14.6363",0.55088863298119,0.44911136701881,0.867813350231037,156,-20.92,2,19,"130 150",17,"70.59%","88.24%",17,"CDS"
"3301","Cluster_1453","evm.TU.chromosome_14.6363",0.55088863298119,0.44911136701881,0.867813350231037,160,-21.33,2,20,"3553 3574",19,"78.95%","84.21%",18,"CDS"
"3302","Cluster_9000","evm.TU.chromosome_14.6363",-0.930144466538367,0.0698555334616334,0.83275037842913,164,-20.93,2,21,"174 195",19,"73.68%","78.95%",19,"CDS"
"3303","Cluster_9000","evm.TU.chromosome_14.6363",-0.930144466538367,0.0698555334616334,0.83275037842913,167,-20.93,2,21,"487 510",21,"76.19%","80.95%",19,"CDS"
"3304","Cluster_9082","evm.TU.chromosome_14.6362",-0.897474306548943,0.102525693451057,0.83275037842913,158,-22.33,2,20,"874 896",19,"73.68%","78.95%",18,"CDS"
"3305","Cluster_492","evm.TU.chromosome_14.6367",-0.497501662031695,0.502498337968305,0.88281893526104,159,-23.12,2,19,"4000 4019",17,"76.47%","88.24%",17,"CDS"
"3306","Cluster_4696","evm.TU.chromosome_14.6367",-0.800215014554752,0.199784985445248,0.83275037842913,167,-23.74,2,21,"2576 2598",20,"75.00%","85.00%",19,"CDS"
"3307","Cluster_9000","evm.TU.chromosome_14.6367",-0.759064938675594,0.240935061324406,0.83275037842913,156,-20.07,2,18,"658 681",18,"77.78%","77.78%",16,"CDS"
"3308","Cluster_9000","evm.TU.chromosome_14.6367",-0.759064938675594,0.240935061324406,0.83275037842913,163,-20.71,2,21,"2908 2931",21,"76.19%","76.19%",19,"CDS"
"3309","Cluster_3889","evm.TU.chromosome_10.650",0.412922848297574,0.587077151702426,0.896820021524392,157,-22.79,2,20,"538 557",18,"72.22%","83.33%",18,"CDS"
"3310","Cluster_4425","evm.TU.chromosome_10.650",0.769196335887289,0.230803664112711,0.83275037842913,165,-21.98,2,20,"884 904",18,"83.33%","83.33%",18,"CDS"
"3311","Cluster_4646","evm.TU.chromosome_10.651",0.295945542309842,0.704054457690158,0.930296502789551,160,-22.1,2,18,"1095 1118",18,"77.78%","83.33%",16,"CDS"
"3312","Cluster_5061","evm.TU.chromosome_10.2276",-0.403129223861782,0.596870776138218,0.899369967466241,167,-20.28,2,21,"1079 1101",20,"75.00%","85.00%",19,"CDS"
"3313","Cluster_1453","evm.TU.chromosome_10.2275",0.809635153654238,0.190364846345762,0.83275037842913,149,-20.63,2,21,"3213 3239",24,"66.67%","75.00%",19,"CDS"
"3314","Cluster_3889","evm.TU.chromosome_9.2299",0.572755158943775,0.427244841056225,0.865332536882315,153,-20.66,2,19,"1913 1935",19,"73.68%","73.68%",17,"CDS"
"3315","Cluster_4646","evm.TU.chromosome_9.2299",0.899750151967755,0.100249848032245,0.83275037842913,166,-24.28,2,21,"22 45",21,"71.43%","90.48%",19,"CDS"
"3316","Cluster_9000","evm.TU.chromosome_9.2299",0.037816556206489,0.962183443793511,0.992163127669321,159,-20.59,2,21,"2077 2099",20,"70.00%","80.00%",19,"CDS"
"3317","Cluster_3889","evm.TU.chromosome_8.1696",0.650333909461951,0.349666090538049,0.849499078805115,158,-21.14,2,20,"951 972",19,"73.68%","78.95%",18,"3'UTR"
"3318","Cluster_3889","evm.TU.chromosome_8.1697",0.753742381530224,0.246257618469776,0.832960081671331,158,-21.14,2,20,"38 59",19,"73.68%","78.95%",18,"3'UTR"
"3319","Cluster_3293","evm.TU.chromosome_8.1699",0.46607284184773,0.53392715815227,0.889422189669531,165,-22.98,2,18,"1548 1568",16,"75.00%","93.75%",16,"CDS"
"3320","Cluster_998","evm.TU.chromosome_8.2411",0.158387033964333,0.841612966035667,0.96557361281085,174,-21.46,2,19,"2621 2641",17,"82.35%","94.12%",17,"CDS"
"3321","Cluster_8986","evm.TU.chromosome_8.2410",-0.555172967275689,0.444827032724311,0.867506740403483,169,-23.43,2,21,"1227 1246",19,"84.21%","84.21%",19,"CDS"
"3322","Cluster_3037","evm.TU.chromosome_4.245",0.549700258037494,0.450299741962506,0.867813350231037,187,-29.74,2,20,"1353 1373",18,"94.44%","94.44%",18,"CDS"
"3323","Cluster_4425","evm.TU.chromosome_8.67",-0.384558242495076,0.615441757504924,0.904123019281472,162,-20.3,2,20,"3 25",19,"73.68%","84.21%",18,"CDS"
"3324","Cluster_2073","evm.TU.chromosome_8.64",-0.806318027906427,0.193681972093573,0.83275037842913,168,-21.21,2,18,"469 491",17,"82.35%","94.12%",16,"3'UTR"
"3325","Cluster_1453","evm.TU.chromosome_8.61",0.798520607539399,0.201479392460601,0.83275037842913,152,-20.74,2,18,"729 752",18,"72.22%","77.78%",16,"CDS"
"3326","Cluster_9082","evm.TU.chromosome_6.1775",-0.665443032958581,0.334556967041419,0.845667149244614,175,-22.34,2,21,"4812 4834",20,"85.00%","85.00%",19,"CDS"
"3327","Cluster_1453","evm.TU.chromosome_10.425",0.225227925409932,0.774772074590068,0.949197002513597,144,-22.07,2,18,"3921 3950",24,"62.50%","66.67%",16,"CDS"
"3328","Cluster_1453","evm.TU.chromosome_10.425",0.225227925409932,0.774772074590068,0.949197002513597,151,-20.25,2,21,"457 479",20,"65.00%","75.00%",19,"CDS"
"3329","Cluster_1453","evm.TU.chromosome_10.425",0.225227925409932,0.774772074590068,0.949197002513597,169,-24.38,2,18,"1980 2001",16,"81.25%","93.75%",16,"CDS"
"3330","Cluster_1663","evm.TU.chromosome_9.137",-0.00438260075368738,0.995617399246313,0.999104385043429,159,-24.38,2,21,"192 214",20,"75.00%","75.00%",19,"CDS"
"3331","Cluster_1453","evm.TU.chromosome_13.2480",0.218209228561531,0.781790771438469,0.950689517401584,162,-24.12,2,16,"638 660",15,"86.67%","93.33%",14,"3'UTR"
"3332","Cluster_4831","evm.TU.chromosome_14.5702",-0.813737696623245,0.186262303376755,0.83275037842913,151,-20.07,2,20,"356 377",18,"66.67%","72.22%",18,"3'UTR"
"3333","Cluster_492","evm.TU.chromosome_14.5700",-0.444645504195764,0.555354495804236,0.88993296966646,162,-20.27,2,18,"17 36",16,"87.50%","87.50%",16,"CDS"
"3334","Cluster_3331","evm.TU.chromosome_14.5700",-0.995512700940233,0.00448729905976731,0.83275037842913,161,-23.17,2,16,"1104 1124",14,"92.86%","92.86%",14,"CDS"
"3335","Cluster_3337","evm.TU.chromosome_14.5700",-0.997684078561631,0.00231592143836913,0.83275037842913,161,-23.17,2,16,"1104 1124",14,"92.86%","92.86%",14,"CDS"
"3336","Cluster_3338","evm.TU.chromosome_14.5700",-0.998753275298079,0.00124672470192144,0.83275037842913,161,-23.17,2,16,"1104 1124",14,"92.86%","92.86%",14,"CDS"
"3337","Cluster_996","evm.TU.chromosome_10.428",-0.429439667683892,0.570560332316108,0.893327443815608,156,-20.14,2,17,"971 991",15,"80.00%","80.00%",15,"CDS"
"3338","Cluster_1453","evm.TU.chromosome_10.428",0.527975830464085,0.472024169535915,0.873725513619342,169,-24.38,2,18,"1965 1986",16,"81.25%","93.75%",16,"CDS"
"3339","Cluster_3044","evm.TU.chromosome_12.1402",-0.595316493944872,0.404683506055128,0.861886668991348,187,-27.18,2,21,"214 236",20,"90.00%","95.00%",19,"CDS"
"3340","Cluster_2003","evm.TU.chromosome_12.2172",-0.177980397576245,0.822019602423755,0.960678032305719,160,-25.79,2,21,"101 122",19,"63.16%","84.21%",19,"3'UTR"
"3341","Cluster_4044","evm.TU.chromosome_12.2170",0.374845145060712,0.625154854939288,0.907217745903814,163,-21.08,2,17,"998 1020",16,"81.25%","93.75%",15,"CDS"
"3342","Cluster_1483","evm.TU.chromosome_12.2171",0.0112069931861701,0.98879300681383,0.997643774549369,162,-20.25,2,16,"836 858",15,"86.67%","93.33%",14,"CDS"
"3343","Cluster_1772","evm.TU.chromosome_12.2176",-0.670774290185998,0.329225709814002,0.844984172521009,171,-20.44,2,21,"495 519",22,"77.27%","81.82%",19,"CDS"
"3344","Cluster_4425","evm.TU.chromosome_12.2176",-0.645361847548179,0.354638152451821,0.850523849186049,146,-27.92,2,21,"506 530",22,"63.64%","72.73%",19,"3'UTR"
"3345","Cluster_3889","evm.TU.chromosome_12.2177",0.0917287128663545,0.908271287133645,0.979248563004882,150,-22.52,2,20,"917 941",22,"59.09%","77.27%",18,"CDS"
"3346","Cluster_4425","evm.TU.chromosome_12.2178",0.965747873185411,0.0342521268145889,0.83275037842913,154,-21.2,2,16,"209 232",16,"75.00%","87.50%",14,"CDS"
"3347","Cluster_3037","evm.TU.chromosome_2.859",-0.0174072490397135,0.982592750960287,0.996416040673308,161,-20.55,2,20,"215 237",20,"75.00%","85.00%",18,"CDS"
"3348","Cluster_995","evm.TU.chromosome_2.1530",-0.149131997783886,0.850868002216113,0.96718733892665,154,-22.86,2,16,"2778 2803",18,"77.78%","77.78%",14,"CDS"
"3349","Cluster_1192","evm.TU.chromosome_2.1530",0.386702467790012,0.613297532209988,0.903656698977333,169,-22.63,2,21,"4334 4356",21,"80.95%","85.71%",19,"CDS"
"3350","Cluster_3044","evm.TU.chromosome_2.1530",-0.281854842439524,0.718145157560476,0.934973677272146,160,-21.03,2,21,"1877 1898",19,"68.42%","78.95%",19,"CDS"
"3351","Cluster_9082","evm.TU.chromosome_9.545",-0.930042012587346,0.069957987412654,0.83275037842913,167,-25.52,2,21,"133 155",20,"80.00%","80.00%",19,"CDS"
"3352","Cluster_1453","evm.TU.chromosome_3.2004",0.79591840603053,0.20408159396947,0.83275037842913,157,-20.61,2,21,"461 482",20,"70.00%","85.00%",19,"CDS"
"3353","Cluster_995","evm.TU.chromosome_10.1967",0.933831851282222,0.0661681487177784,0.83275037842913,151,-22.79,2,21,"3804 3828",22,"63.64%","72.73%",19,"CDS"
"3354","Cluster_995","evm.TU.chromosome_10.1967",0.933831851282222,0.0661681487177784,0.83275037842913,162,-23.39,2,20,"999 1021",19,"78.95%","78.95%",18,"CDS"
"3355","Cluster_3406","evm.TU.chromosome_10.1967",0.388211480356877,0.611788519643123,0.903376290408011,160,-21.88,2,17,"1155 1176",15,"80.00%","86.67%",15,"CDS"
"3356","Cluster_6059","evm.TU.chromosome_10.1967",-0.377708273877457,0.622291726122543,0.906179336820641,161,-22.11,2,20,"1072 1092",18,"77.78%","83.33%",18,"CDS"
"3357","Cluster_9205","evm.TU.chromosome_2.398",-0.625169974402546,0.374830025597454,0.854585764227698,162,-20.97,2,16,"40 63",16,"87.50%","87.50%",14,"3'UTR"
"3358","Cluster_995","evm.TU.chromosome_10.1969",0.75789008053513,0.24210991946487,0.83275037842913,151,-21.38,2,21,"930 957",25,"64.00%","68.00%",19,"CDS"
"3359","Cluster_9205","evm.TU.chromosome_3.1686",-0.314581244439747,0.685418755560252,0.923960018714619,159,-22.97,2,20,"1787 1808",18,"72.22%","77.78%",18,"CDS"
"3360","Cluster_30","evm.TU.chromosome_3.1687",0.0617270720855958,0.938272927914404,0.986907129612959,154,-20.9,2,20,"654 681",24,"66.67%","70.83%",18,"3'UTR"
"3361","Cluster_4646","evm.TU.chromosome_3.1687",0.996433018144908,0.00356698185509239,0.83275037842913,162,-20.97,2,21,"711 734",21,"71.43%","85.71%",19,"CDS"
"3362","Cluster_998","evm.TU.chromosome_3.1688",-0.81906863771073,0.18093136228927,0.83275037842913,167,-20.68,2,17,"507 528",16,"87.50%","93.75%",15,"3'UTR"
"3363","Cluster_4646","evm.TU.chromosome_3.1689",-0.79022499900582,0.20977500099418,0.83275037842913,162,-20.97,2,21,"699 722",21,"71.43%","85.71%",19,"CDS"
"3364","Cluster_860","evm.TU.chromosome_2.537",-0.274876686844463,0.725123313155537,0.93622371874783,166,-23.15,2,21,"902 925",21,"76.19%","85.71%",19,"CDS"
"3365","Cluster_1453","evm.TU.chromosome_2.537",0.566276841787618,0.433723158212382,0.865847078981885,153,-22.08,2,21,"1272 1291",19,"63.16%","84.21%",19,"CDS"
"3366","Cluster_9000","evm.TU.chromosome_2.537",0.31138973865761,0.68861026134239,0.925011673152904,160,-22.46,2,21,"922 943",19,"63.16%","84.21%",19,"3'UTR"
"3367","Cluster_860","evm.TU.chromosome_2.536",-0.010606037025074,0.989393962974926,0.997763890008542,155,-21.52,2,21,"913 931",19,"73.68%","84.21%",19,"CDS"
"3368","Cluster_2097","evm.TU.chromosome_2.536",0.997513548202561,0.00248645179743921,0.83275037842913,162,-21.75,2,17,"1134 1154",15,"86.67%","93.33%",15,"CDS"
"3369","Cluster_8986","evm.TU.chromosome_2.533",0.443448488286168,0.556551511713832,0.88993296966646,162,-20.49,2,21,"318 341",21,"71.43%","85.71%",19,"CDS"
"3370","Cluster_3293","evm.TU.chromosome_2.538",0.78221601391875,0.21778398608125,0.83275037842913,158,-23.03,2,20,"1573 1594",19,"73.68%","78.95%",18,"CDS"
"3371","Cluster_4044","evm.TU.chromosome_14.668",0.790085270787359,0.209914729212641,0.83275037842913,162,-21.04,2,21,"7992 8012",19,"78.95%","78.95%",19,"CDS"
"3372","Cluster_4425","evm.TU.chromosome_14.668",-0.83266501990502,0.16733498009498,0.83275037842913,159,-21.58,2,18,"9374 9394",16,"81.25%","87.50%",16,"CDS"
"3373","Cluster_508","evm.TU.chromosome_14.665",-0.898409939522612,0.101590060477387,0.83275037842913,161,-20.53,2,19,"16 38",18,"72.22%","88.89%",17,"3'UTR"
"3374","Cluster_1453","evm.TU.chromosome_14.661",0.394029194294263,0.605970805705737,0.901357431138249,155,-22.9,2,17,"1 25",19,"73.68%","78.95%",15,"CDS"
"3375","Cluster_1453","evm.TU.chromosome_14.662",0.731977936287713,0.268022063712287,0.836501382653097,158,-24.08,2,20,"521 546",22,"68.18%","77.27%",18,"CDS"
"3376","Cluster_2003","evm.TU.chromosome_10.2738",0.648507629327758,0.351492370672242,0.849499078805115,152,-21.1,2,21,"782 802",20,"75.00%","75.00%",19,"CDS"
"3377","Cluster_3889","evm.TU.chromosome_10.2738",0.462239800702789,0.537760199297211,0.88993296966646,151,-21.76,2,17,"1767 1788",16,"75.00%","81.25%",15,"CDS"
"3378","Cluster_998","evm.TU.chromosome_10.2739",-0.257765508792898,0.742234491207102,0.940748552990572,164,-20.07,2,18,"5167 5191",20,"80.00%","80.00%",16,"CDS"
"3379","Cluster_4646","evm.TU.chromosome_7.1336",0.233279397789466,0.766720602210534,0.947317315275087,172,-23.71,2,21,"997 1018",19,"78.95%","84.21%",19,"CDS"
"3380","Cluster_9000","evm.TU.chromosome_7.1336",-0.726971386087482,0.273028613912518,0.837661972817968,151,-22.09,2,18,"35 61",21,"71.43%","76.19%",16,"CDS"
"3381","Cluster_4425","evm.TU.chromosome_4.452",0.937514903010513,0.0624850969894866,0.83275037842913,158,-26.12,2,21,"517 542",23,"73.91%","73.91%",19,"3'UTR"
"3382","Cluster_492","evm.TU.chromosome_7.2582",0.414283560986093,0.585716439013907,0.896820021524392,162,-21.81,2,18,"4627 4648",17,"88.24%","88.24%",16,"CDS"
"3383","Cluster_3044","evm.TU.chromosome_7.2586",-0.412392838451565,0.587607161548435,0.896820021524392,176,-21.99,2,21,"1157 1178",19,"84.21%","84.21%",19,"CDS"
"3384","Cluster_508","evm.TU.chromosome_7.2587",-0.723557102215273,0.276442897784727,0.837819688856531,158,-20.49,2,21,"469 492",21,"71.43%","80.95%",19,"CDS"
"3385","Cluster_2097","evm.TU.chromosome_11.625",0.413761116426782,0.586238883573218,0.896820021524392,165,-20.12,2,19,"340 362",18,"83.33%","83.33%",17,"CDS"
"3386","Cluster_1453","evm.TU.chromosome_11.621",0.841798743847888,0.158201256152112,0.83275037842913,160,-23.46,2,18,"605 627",17,"76.47%","88.24%",16,"3'UTR"
"3387","Cluster_2003","evm.TU.chromosome_4.1948",0.870378382196973,0.129621617803027,0.83275037842913,156,-22.04,2,19,"1 17",17,"76.47%","82.35%",17,"3'UTR"
"3388","Cluster_3044","evm.TU.chromosome_4.1946",-0.743811052765092,0.256188947234908,0.833315545275283,169,-21.77,2,21,"44 65",20,"80.00%","90.00%",19,"CDS"
"3389","Cluster_1452","evm.TU.chromosome_4.1940",-0.309177326290929,0.690822673709071,0.925802931583763,159,-20.5,2,20,"369 390",18,"72.22%","77.78%",18,"CDS"
"3390","Cluster_2097","evm.TU.chromosome_4.1940",-0.77503374285766,0.22496625714234,0.83275037842913,163,-23.1,2,21,"1040 1064",22,"72.73%","77.27%",19,"CDS"
"3391","Cluster_4646","evm.TU.chromosome_1.413",-0.489913683470229,0.510086316529771,0.88488062014292,167,-21.19,2,21,"16 39",21,"71.43%","85.71%",19,"CDS"
"3392","Cluster_4696","evm.TU.chromosome_1.413",-0.750501443989463,0.249498556010537,0.833315545275283,178,-27.68,2,21,"40 60",19,"89.47%","89.47%",19,"3'UTR"
"3393","Cluster_3037","evm.TU.chromosome_1.412",0.801571789365025,0.198428210634975,0.83275037842913,153,-20.97,2,20,"68 90",20,"75.00%","75.00%",18,"CDS"
"3394","Cluster_4831","evm.TU.chromosome_3.1562",0.659416479614263,0.340583520385737,0.847291526384855,168,-20.59,2,21,"1210 1231",19,"73.68%","84.21%",19,"CDS"
"3395","Cluster_4696","evm.TU.chromosome_1.1099",-0.27003270404735,0.72996729595265,0.937869827852622,158,-24.34,2,21,"227 254",25,"72.00%","72.00%",19,"CDS"
"3396","Cluster_508","evm.TU.chromosome_1.1098",-0.924470897850455,0.0755291021495449,0.83275037842913,167,-21.43,2,21,"24 46",20,"75.00%","85.00%",19,"CDS"
"3397","Cluster_3037","evm.TU.chromosome_4.1369",0.843899740924199,0.156100259075801,0.83275037842913,146,-22.35,2,20,"408 435",25,"60.00%","68.00%",18,"3'UTR"
"3398","Cluster_1453","evm.TU.chromosome_11.1251",0.839164851776932,0.160835148223068,0.83275037842913,176,-27.27,2,18,"520 542",17,"94.12%","94.12%",16,"3'UTR"
"3399","Cluster_1452","evm.TU.chromosome_3.1560",0.965985127528887,0.0340148724711132,0.83275037842913,162,-20.21,2,19,"126 147",17,"76.47%","82.35%",17,"3'UTR"
"3400","Cluster_137","evm.TU.chromosome_3.1566",-0.934844557130461,0.0651554428695394,0.83275037842913,159,-21.42,2,21,"830 853",21,"71.43%","76.19%",19,"CDS"
"3401","Cluster_4831","evm.TU.chromosome_9.1778",0.441733869788036,0.558266130211964,0.890316105141827,155,-21.38,2,20,"1362 1383",18,"66.67%","77.78%",18,"CDS"
"3402","Cluster_3044","evm.TU.chromosome_9.1779",-0.671112699856473,0.328887300143527,0.844836614586177,163,-20.45,2,21,"192 214",20,"70.00%","85.00%",19,"3'UTR"
"3403","Cluster_4754","evm.TU.chromosome_9.1776",-0.683154075045802,0.316845924954198,0.842794376874429,166,-22.35,2,15,"126 147",13,"92.31%","100.00%",13,"CDS"
"3404","Cluster_1452","evm.TU.chromosome_9.1777",0.875326239429024,0.124673760570976,0.83275037842913,164,-21.99,2,21,"2355 2376",19,"68.42%","84.21%",19,"CDS"
"3405","Cluster_2097","evm.TU.chromosome_9.1770",0.521160215724674,0.478839784275326,0.875908096008499,164,-21.14,2,18,"501 524",18,"83.33%","83.33%",16,"CDS"
"3406","Cluster_1192","evm.TU.chromosome_13.2570",-0.595508529514961,0.404491470485039,0.861806502141901,157,-21.05,2,15,"435 457",14,"85.71%","92.86%",13,"CDS"
"3407","Cluster_3406","evm.TU.chromosome_13.438",-0.631562669515241,0.368437330484759,0.852914401074169,158,-21.03,2,21,"1677 1697",19,"73.68%","78.95%",19,"CDS"
"3408","Cluster_995","evm.TU.chromosome_13.435",-0.428075117709385,0.571924882290615,0.893746623385739,161,-21.4,2,21,"7350 7369",19,"78.95%","78.95%",19,"CDS"
"3409","Cluster_2097","evm.TU.chromosome_13.435",-0.719999479857943,0.280000520142057,0.838196600856884,171,-23.93,2,21,"365 387",20,"75.00%","90.00%",19,"CDS"
"3410","Cluster_4696","evm.TU.chromosome_13.435",0.759471811212106,0.240528188787894,0.83275037842913,157,-21.69,2,21,"7712 7733",20,"70.00%","85.00%",19,"CDS"
"3411","Cluster_4831","evm.TU.chromosome_13.435",0.0157143985424279,0.984285601457572,0.996766506273975,160,-20.68,2,21,"1467 1486",19,"78.95%","84.21%",19,"CDS"
"3412","Cluster_492","evm.TU.chromosome_14.242",-0.427088242430611,0.572911757569389,0.894102808390354,147,-20.26,2,16,"1567 1588",14,"64.29%","85.71%",14,"CDS"
"3413","Cluster_1453","evm.TU.chromosome_12.3025",0.56824866047785,0.43175133952215,0.865439146713403,158,-21.88,2,21,"2201 2221",19,"73.68%","78.95%",19,"CDS"
"3414","Cluster_2097","evm.TU.chromosome_12.3024",-0.854911538779701,0.145088461220299,0.83275037842913,175,-25.2,2,21,"2462 2484",20,"80.00%","90.00%",19,"CDS"
"3415","Cluster_4425","evm.TU.chromosome_4.333",-0.409651271851099,0.590348728148901,0.897707660246555,156,-20.34,2,19,"406 426",17,"76.47%","82.35%",17,"3'UTR"
"3416","Cluster_3037","evm.TU.chromosome_4.332",-0.75929203518601,0.24070796481399,0.83275037842913,158,-21.11,2,20,"326 349",21,"71.43%","76.19%",18,"CDS"
"3417","Cluster_1452","evm.TU.chromosome_12.3021",-0.131623281467041,0.868376718532959,0.970649956751236,156,-22.14,2,21,"958 977",19,"73.68%","84.21%",19,"3'UTR"
"3418","Cluster_4425","evm.TU.chromosome_10.1553",0.703509763182152,0.296490236817848,0.840458273868333,158,-22.98,2,17,"25 45",15,"80.00%","93.33%",15,"3'UTR"
"3419","Cluster_1453","evm.TU.chromosome_10.1552",-0.807723890909351,0.192276109090649,0.83275037842913,156,-22.21,2,17,"75 96",15,"80.00%","80.00%",15,"CDS"
