"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1417","evm.TU.chromosome_7.1909","GO:0048813","dendrite morphogenesis",135,59,30.08,0.00156,"Biological Processes",0.437037037037037
"1418","evm.TU.chromosome_7.1909","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1419","evm.TU.chromosome_7.2679","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"1420","evm.TU.chromosome_7.2679","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"1421","evm.TU.chromosome_7.2679","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"1422","evm.TU.chromosome_7.2679","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"1423","evm.TU.chromosome_7.2679","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"1424","evm.TU.chromosome_7.2679","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"1425","evm.TU.chromosome_7.2679","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"1426","evm.TU.chromosome_7.2679","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"1427","evm.TU.chromosome_7.2679","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"1428","evm.TU.chromosome_7.2679","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"1429","evm.TU.chromosome_7.76","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1430","evm.TU.chromosome_7.76","GO:0006338","chromatin remodeling",224,53,49.92,0.00168,"Biological Processes",0.236607142857143
"1431","evm.TU.chromosome_7.76","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"1432","evm.TU.chromosome_7.76","GO:0045651","positive regulation of macrophage differentiation",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"1433","evm.TU.chromosome_7.76","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"1434","evm.TU.chromosome_7.76","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"1435","evm.TU.chromosome_7.77","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"1436","evm.TU.chromosome_7.1421","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"1437","evm.TU.chromosome_7.1421","GO:0043589","skin morphogenesis",15,11,3.34,3.7e-05,"Biological Processes",0.733333333333333
"1438","evm.TU.chromosome_7.1507","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1439","evm.TU.chromosome_7.1507","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1440","evm.TU.chromosome_7.1507","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1441","evm.TU.chromosome_7.882","GO:0006470","protein dephosphorylation",110,41,24.51,0.00188,"Biological Processes",0.372727272727273
"1442","evm.TU.chromosome_7.2234","GO:0032211","negative regulation of telomere maintenance via tel...",52,21,11.59,0.00253,"Biological Processes",0.403846153846154
"1443","evm.TU.chromosome_7.2103","GO:0099139","cheating during chimeric sorocarp development",36,16,8.02,0.00255,"Biological Processes",0.444444444444444
"1444","evm.TU.chromosome_7.2103","GO:0000281","mitotic cytokinesis",108,36,24.07,0.00274,"Biological Processes",0.333333333333333
"1445","evm.TU.chromosome_7.2103","GO:0006470","protein dephosphorylation",110,41,24.51,0.00188,"Biological Processes",0.372727272727273
"1446","evm.TU.chromosome_7.1474","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1447","evm.TU.chromosome_7.1474","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1448","evm.TU.chromosome_7.1471","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"1449","evm.TU.chromosome_7.442","GO:0060021","roof of mouth development",76,29,16.94,0.00191,"Biological Processes",0.381578947368421
"1450","evm.TU.chromosome_7.1254","GO:0021587","cerebellum morphogenesis",37,21,8.24,0.00258,"Biological Processes",0.567567567567568
"1451","evm.TU.chromosome_7.1254","GO:0021587","cerebellum morphogenesis",37,21,8.24,0.00258,"Biological Processes",0.567567567567568
"1452","evm.TU.chromosome_7.1353","GO:0006338","chromatin remodeling",224,53,49.92,0.00168,"Biological Processes",0.236607142857143
"1453","evm.TU.chromosome_7.1353","GO:0001843","neural tube closure",177,50,39.44,0.00095,"Biological Processes",0.282485875706215
"1454","evm.TU.chromosome_7.114","GO:2000051","negative regulation of non-canonical Wnt signaling ...",18,12,4.01,7e-05,"Biological Processes",0.666666666666667
"1455","evm.TU.chromosome_7.116","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1456","evm.TU.chromosome_7.2484","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"1457","evm.TU.chromosome_7.1149","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1458","evm.TU.chromosome_7.1149","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1459","evm.TU.chromosome_7.1149","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1460","evm.TU.chromosome_7.2380","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1461","evm.TU.chromosome_7.2380","GO:0090263","positive regulation of canonical Wnt signaling path...",82,38,18.27,1.2e-06,"Biological Processes",0.463414634146341
"1462","evm.TU.chromosome_7.1381","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1463","evm.TU.chromosome_7.1381","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1464","evm.TU.chromosome_7.1381","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1465","evm.TU.chromosome_7.361","GO:0003341","cilium movement",137,36,30.53,0.00121,"Biological Processes",0.262773722627737
"1466","evm.TU.chromosome_7.361","GO:0007368","determination of left/right symmetry",126,48,28.08,0.00022,"Biological Processes",0.380952380952381
"1467","evm.TU.chromosome_7.361","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"1468","evm.TU.chromosome_7.361","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1469","evm.TU.chromosome_7.161","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1470","evm.TU.chromosome_7.161","GO:0010842","retina layer formation",46,22,10.25,0.00012,"Biological Processes",0.478260869565217
"1471","evm.TU.chromosome_7.161","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
"1472","evm.TU.chromosome_7.2054","GO:0050982","detection of mechanical stimulus",170,73,37.88,8.9e-14,"Biological Processes",0.429411764705882
"1473","evm.TU.chromosome_7.734","GO:0030162","regulation of proteolysis",272,81,60.61,0.00258,"Biological Processes",0.297794117647059
"1474","evm.TU.chromosome_7.2433","GO:0030162","regulation of proteolysis",272,81,60.61,0.00258,"Biological Processes",0.297794117647059
"1475","evm.TU.chromosome_7.205","GO:0001822","kidney development",345,96,76.88,0.0016,"Biological Processes",0.278260869565217
"1476","evm.TU.chromosome_7.1493","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1477","evm.TU.chromosome_7.1493","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1478","evm.TU.chromosome_7.1493","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1479","evm.TU.chromosome_7.2258","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"1480","evm.TU.chromosome_7.2258","GO:0001843","neural tube closure",177,50,39.44,0.00095,"Biological Processes",0.282485875706215
"1481","evm.TU.chromosome_7.421","GO:0030162","regulation of proteolysis",272,81,60.61,0.00258,"Biological Processes",0.297794117647059
"1482","evm.TU.chromosome_7.423","GO:0030162","regulation of proteolysis",272,81,60.61,0.00258,"Biological Processes",0.297794117647059
"1483","evm.TU.chromosome_7.1517","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1484","evm.TU.chromosome_7.1514","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1485","evm.TU.chromosome_7.1514","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1486","evm.TU.chromosome_7.1514","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1487","evm.TU.chromosome_7.1510","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1488","evm.TU.chromosome_7.1510","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1489","evm.TU.chromosome_7.1510","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1490","evm.TU.chromosome_7.2360","GO:0003341","cilium movement",137,36,30.53,0.00121,"Biological Processes",0.262773722627737
"1491","evm.TU.chromosome_7.2360","GO:0007368","determination of left/right symmetry",126,48,28.08,0.00022,"Biological Processes",0.380952380952381
"1492","evm.TU.chromosome_7.2360","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1493","evm.TU.chromosome_7.905","GO:0090263","positive regulation of canonical Wnt signaling path...",82,38,18.27,1.2e-06,"Biological Processes",0.463414634146341
"1494","evm.TU.chromosome_7.2002","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1495","evm.TU.chromosome_7.2002","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1496","evm.TU.chromosome_7.2002","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"1497","evm.TU.chromosome_7.1714","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1498","evm.TU.chromosome_7.1714","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1499","evm.TU.chromosome_7.1714","GO:0016579","protein deubiquitination",126,43,28.08,0.00148,"Biological Processes",0.341269841269841
"1500","evm.TU.chromosome_7.1714","GO:0006511","ubiquitin-dependent protein catabolic process",364,115,81.11,0.00145,"Biological Processes",0.315934065934066
"1501","evm.TU.chromosome_7.1714","GO:0016579","protein deubiquitination",126,43,28.08,0.00148,"Biological Processes",0.341269841269841
"1502","evm.TU.chromosome_7.1714","GO:0006511","ubiquitin-dependent protein catabolic process",364,115,81.11,0.00145,"Biological Processes",0.315934065934066
"1503","evm.TU.chromosome_7.961","GO:0075732","viral penetration into host nucleus",45,19,10.03,0.00218,"Biological Processes",0.422222222222222
"1504","evm.TU.chromosome_7.964","GO:0035159","regulation of tube length, open tracheal system",24,15,5.35,2.6e-05,"Biological Processes",0.625
"1505","evm.TU.chromosome_7.964","GO:0051124","synaptic assembly at neuromuscular junction",92,25,20.5,0.00178,"Biological Processes",0.271739130434783
"1506","evm.TU.chromosome_7.967","GO:0035159","regulation of tube length, open tracheal system",24,15,5.35,2.6e-05,"Biological Processes",0.625
"1507","evm.TU.chromosome_7.967","GO:0051124","synaptic assembly at neuromuscular junction",92,25,20.5,0.00178,"Biological Processes",0.271739130434783
"1508","evm.TU.chromosome_7.1754","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"1509","evm.TU.chromosome_7.1755","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"1510","evm.TU.chromosome_7.180","GO:0003341","cilium movement",137,36,30.53,0.00121,"Biological Processes",0.262773722627737
"1511","evm.TU.chromosome_7.180","GO:0003341","cilium movement",137,36,30.53,0.00121,"Biological Processes",0.262773722627737
"1512","evm.TU.chromosome_7.450","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1513","evm.TU.chromosome_7.450","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1514","evm.TU.chromosome_7.843","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1515","evm.TU.chromosome_7.1470","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1516","evm.TU.chromosome_7.1470","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1517","evm.TU.chromosome_7.197","GO:0010172","embryonic body morphogenesis",104,63,23.17,2.8e-17,"Biological Processes",0.605769230769231
"1518","evm.TU.chromosome_7.197","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"1519","evm.TU.chromosome_7.197","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"1520","evm.TU.chromosome_7.197","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"1521","evm.TU.chromosome_7.197","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"1522","evm.TU.chromosome_7.197","GO:0021915","neural tube development",364,131,81.11,3.7e-13,"Biological Processes",0.35989010989011
"1523","evm.TU.chromosome_7.197","GO:0051865","protein autoubiquitination",207,92,46.13,1.9e-12,"Biological Processes",0.444444444444444
"1524","evm.TU.chromosome_7.197","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"1525","evm.TU.chromosome_7.197","GO:2000177","regulation of neural precursor cell proliferation",168,83,37.44,1.8e-15,"Biological Processes",0.494047619047619
"1526","evm.TU.chromosome_7.197","GO:0072089","stem cell proliferation",148,71,32.98,8.9e-15,"Biological Processes",0.47972972972973
"1527","evm.TU.chromosome_7.1326","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1528","evm.TU.chromosome_7.2419","GO:0006511","ubiquitin-dependent protein catabolic process",364,115,81.11,0.00145,"Biological Processes",0.315934065934066
"1529","evm.TU.chromosome_7.2208","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"1530","evm.TU.chromosome_7.1290","GO:0030162","regulation of proteolysis",272,81,60.61,0.00258,"Biological Processes",0.297794117647059
"1531","evm.TU.chromosome_7.2497","GO:0043124","negative regulation of canonical NF-kappaB signal t...",60,24,13.37,0.00151,"Biological Processes",0.4
"1532","evm.TU.chromosome_7.2497","GO:0032715","negative regulation of interleukin-6 production",30,14,6.69,0.00268,"Biological Processes",0.466666666666667
"1533","evm.TU.chromosome_7.2492","GO:0043124","negative regulation of canonical NF-kappaB signal t...",60,24,13.37,0.00151,"Biological Processes",0.4
"1534","evm.TU.chromosome_7.2492","GO:0032715","negative regulation of interleukin-6 production",30,14,6.69,0.00268,"Biological Processes",0.466666666666667
"1535","evm.TU.chromosome_7.2498","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"1536","evm.TU.chromosome_7.2498","GO:0060964","regulation of miRNA-mediated gene silencing",141,75,31.42,3.2e-16,"Biological Processes",0.531914893617021
"1537","evm.TU.chromosome_7.1392","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1538","evm.TU.chromosome_8.82","GO:0051965","positive regulation of synapse assembly",82,30,18.27,0.00098,"Biological Processes",0.365853658536585
"1539","evm.TU.chromosome_8.1995","GO:0030198","extracellular matrix organization",309,82,68.86,0.00103,"Biological Processes",0.26537216828479
"1540","evm.TU.chromosome_8.276","GO:0007368","determination of left/right symmetry",126,48,28.08,0.00022,"Biological Processes",0.380952380952381
"1541","evm.TU.chromosome_8.276","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"1542","evm.TU.chromosome_8.276","GO:0001822","kidney development",345,96,76.88,0.0016,"Biological Processes",0.278260869565217
"1543","evm.TU.chromosome_8.276","GO:0043043","peptide biosynthetic process",43,17,9.58,0.00177,"Biological Processes",0.395348837209302
"1544","evm.TU.chromosome_8.473","GO:0030198","extracellular matrix organization",309,82,68.86,0.00103,"Biological Processes",0.26537216828479
"1545","evm.TU.chromosome_8.2157","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"1546","evm.TU.chromosome_8.2158","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"1547","evm.TU.chromosome_8.2158","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"1548","evm.TU.chromosome_8.1541","GO:0099139","cheating during chimeric sorocarp development",36,16,8.02,0.00255,"Biological Processes",0.444444444444444
"1549","evm.TU.chromosome_8.1541","GO:0000281","mitotic cytokinesis",108,36,24.07,0.00274,"Biological Processes",0.333333333333333
"1550","evm.TU.chromosome_8.1541","GO:0006470","protein dephosphorylation",110,41,24.51,0.00188,"Biological Processes",0.372727272727273
"1551","evm.TU.chromosome_8.147","GO:0042531","positive regulation of tyrosine phosphorylation of ...",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"1552","evm.TU.chromosome_8.2531","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1553","evm.TU.chromosome_8.2531","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1554","evm.TU.chromosome_8.2531","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"1555","evm.TU.chromosome_8.2741","GO:0043124","negative regulation of canonical NF-kappaB signal t...",60,24,13.37,0.00151,"Biological Processes",0.4
"1556","evm.TU.chromosome_8.957","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1557","evm.TU.chromosome_8.950","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1558","evm.TU.chromosome_8.2251","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1559","evm.TU.chromosome_8.2251","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1560","evm.TU.chromosome_8.1330","GO:0001568","blood vessel development",585,177,130.36,1.1e-05,"Biological Processes",0.302564102564103
"1561","evm.TU.chromosome_8.1330","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1562","evm.TU.chromosome_8.1330","GO:0030198","extracellular matrix organization",309,82,68.86,0.00103,"Biological Processes",0.26537216828479
"1563","evm.TU.chromosome_8.1330","GO:0060325","face morphogenesis",44,24,9.8,3.2e-06,"Biological Processes",0.545454545454545
"1564","evm.TU.chromosome_8.1330","GO:0090263","positive regulation of canonical Wnt signaling path...",82,38,18.27,1.2e-06,"Biological Processes",0.463414634146341
"1565","evm.TU.chromosome_8.1330","GO:0043589","skin morphogenesis",15,11,3.34,3.7e-05,"Biological Processes",0.733333333333333
"1566","evm.TU.chromosome_8.2734","GO:0007528","neuromuscular junction development",134,43,29.86,8e-04,"Biological Processes",0.32089552238806
"1567","evm.TU.chromosome_8.2734","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1568","evm.TU.chromosome_8.2735","GO:0007528","neuromuscular junction development",134,43,29.86,8e-04,"Biological Processes",0.32089552238806
"1569","evm.TU.chromosome_8.1187","GO:0001822","kidney development",345,96,76.88,0.0016,"Biological Processes",0.278260869565217
"1570","evm.TU.chromosome_8.553","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1571","evm.TU.chromosome_8.2071","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1572","evm.TU.chromosome_8.151","GO:0042531","positive regulation of tyrosine phosphorylation of ...",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"1573","evm.TU.chromosome_8.2131","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,66,26.52,3.5e-15,"Biological Processes",0.554621848739496
"1574","evm.TU.chromosome_8.2131","GO:0010586","miRNA metabolic process",152,74,33.87,1.1e-15,"Biological Processes",0.486842105263158
"1575","evm.TU.chromosome_8.2512","GO:0000082","G1/S transition of mitotic cell cycle",201,82,44.79,6.2e-12,"Biological Processes",0.407960199004975
"1576","evm.TU.chromosome_8.2512","GO:0006470","protein dephosphorylation",110,41,24.51,0.00188,"Biological Processes",0.372727272727273
"1577","evm.TU.chromosome_8.504","GO:0071300","cellular response to retinoic acid",82,32,18.27,0.00046,"Biological Processes",0.390243902439024
"1578","evm.TU.chromosome_8.504","GO:0001843","neural tube closure",177,50,39.44,0.00095,"Biological Processes",0.282485875706215
"1579","evm.TU.chromosome_8.1225","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1580","evm.TU.chromosome_8.1225","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"1581","evm.TU.chromosome_8.1766","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"1582","evm.TU.chromosome_8.1766","GO:0002040","sprouting angiogenesis",110,33,24.51,0.00254,"Biological Processes",0.3
"1583","evm.TU.chromosome_8.1766","GO:0007169","cell surface receptor protein tyrosine kinase signa...",608,215,135.48,0.00104,"Biological Processes",0.353618421052632
"1584","evm.TU.chromosome_8.392","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1585","evm.TU.chromosome_8.392","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1586","evm.TU.chromosome_8.392","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1587","evm.TU.chromosome_8.2656","GO:0001568","blood vessel development",585,177,130.36,1.1e-05,"Biological Processes",0.302564102564103
"1588","evm.TU.chromosome_8.972","GO:0030198","extracellular matrix organization",309,82,68.86,0.00103,"Biological Processes",0.26537216828479
"1589","evm.TU.chromosome_8.2532","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1590","evm.TU.chromosome_8.2532","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1591","evm.TU.chromosome_8.2532","GO:0007346","regulation of mitotic cell cycle",409,130,91.14,0.00096,"Biological Processes",0.317848410757946
"1592","evm.TU.chromosome_8.1491","GO:0075732","viral penetration into host nucleus",45,19,10.03,0.00218,"Biological Processes",0.422222222222222
"1593","evm.TU.chromosome_8.2168","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1594","evm.TU.chromosome_8.2168","GO:0051965","positive regulation of synapse assembly",82,30,18.27,0.00098,"Biological Processes",0.365853658536585
"1595","evm.TU.chromosome_8.32","GO:0016032","viral process",343,107,76.43,1.6e-05,"Biological Processes",0.311953352769679
"1596","evm.TU.chromosome_8.488","GO:0030198","extracellular matrix organization",309,82,68.86,0.00103,"Biological Processes",0.26537216828479
"1597","evm.TU.chromosome_8.1905","GO:0007049","cell cycle",1393,440,310.41,0.00054,"Biological Processes",0.31586503948313
"1598","evm.TU.chromosome_8.1905","GO:0051301","cell division",624,192,139.05,9.8e-05,"Biological Processes",0.307692307692308
"1599","evm.TU.chromosome_8.152","GO:0042531","positive regulation of tyrosine phosphorylation of ...",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"1600","evm.TU.chromosome_8.1479","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1601","evm.TU.chromosome_8.1476","GO:0021987","cerebral cortex development",103,38,22.95,0.00034,"Biological Processes",0.368932038834951
"1602","evm.TU.chromosome_8.1476","GO:0008543","fibroblast growth factor receptor signaling pathway",209,87,46.57,4.1e-11,"Biological Processes",0.416267942583732
"1603","evm.TU.chromosome_8.1476","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1604","evm.TU.chromosome_8.1476","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1605","evm.TU.chromosome_8.180","GO:0042531","positive regulation of tyrosine phosphorylation of ...",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"1606","evm.TU.chromosome_8.818","GO:0032211","negative regulation of telomere maintenance via tel...",52,21,11.59,0.00253,"Biological Processes",0.403846153846154
"1607","evm.TU.chromosome_8.818","GO:0032211","negative regulation of telomere maintenance via tel...",52,21,11.59,0.00253,"Biological Processes",0.403846153846154
"1608","evm.TU.chromosome_8.814","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,31,17.38,0.00038,"Biological Processes",0.397435897435897
"1609","evm.TU.chromosome_8.1718","GO:0007507","heart development",594,172,132.36,0.00014,"Biological Processes",0.28956228956229
"1610","evm.TU.chromosome_8.1297","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,87,44.57,1.2e-10,"Biological Processes",0.435
"1611","evm.TU.chromosome_8.192","GO:0045198","establishment of epithelial cell apical/basal polar...",7,6,1.56,0.00069,"Biological Processes",0.857142857142857
"1612","evm.TU.chromosome_8.2482","GO:0007018","microtubule-based movement",302,87,67.3,0.00175,"Biological Processes",0.288079470198675
"1613","evm.TU.chromosome_8.1924","GO:0090263","positive regulation of canonical Wnt signaling path...",82,38,18.27,1.2e-06,"Biological Processes",0.463414634146341
"1614","evm.TU.chromosome_8.170","GO:0042531","positive regulation of tyrosine phosphorylation of ...",31,15,6.91,0.00121,"Biological Processes",0.483870967741935
"1615","evm.TU.chromosome_8.285","GO:0030198","extracellular matrix organization",309,82,68.86,0.00103,"Biological Processes",0.26537216828479
"1616","evm.TU.chromosome_8.327","GO:0051965","positive regulation of synapse assembly",82,30,18.27,0.00098,"Biological Processes",0.365853658536585
"1617","evm.TU.chromosome_8.327","GO:0007416","synapse assembly",243,83,54.15,0.00217,"Biological Processes",0.34156378600823
