readfile	mapping_type	read_length	count
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	R	21	69172
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	R	22	74026
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	R	23	95195
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	R	24	88805
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	R	>24	1166396
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	H	<21	6497
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	H	21	1241
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	H	22	1279
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	H	23	2728
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	H	24	3917
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	H	>24	44433
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	N	<21	891675
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	N	21	492695
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	N	22	457878
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	N	23	445665
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	N	24	476165
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2000_R1_001.fastq.gz_1.bam	N	>24	8811035
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	U	<21	175042
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	U	21	32752
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	U	22	39097
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	U	23	39069
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	U	24	30869
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	U	>24	1312006
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	P	<21	137243
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	P	21	50530
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	P	22	46283
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	P	23	35464
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	P	24	44390
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	P	>24	1434619
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	R	<21	212667
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	R	21	85849
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	R	22	90255
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	R	23	102922
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	R	24	100119
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	R	>24	1879003
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	H	<21	6414
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	H	21	1095
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	H	22	964
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	H	23	2220
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	H	24	2337
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	H	>24	49108
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	N	<21	985783
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	N	21	893790
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	N	22	541525
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	N	23	467525
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	N	24	475121
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2007_R1_001.fastq.gz_1.bam	N	>24	7285490
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	U	<21	176363
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	U	21	33021
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	U	22	70798
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	U	23	60236
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	U	24	39280
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	U	>24	1564895
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	P	<21	127414
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	P	21	28625
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	P	22	43788
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	P	23	49849
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	P	24	31782
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	P	>24	1460673
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	R	<21	134697
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	R	21	40446
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	R	22	49562
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	R	23	53608
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	R	24	50381
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	R	>24	814589
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	H	<21	7247
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	H	21	1567
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	H	22	1322
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	H	23	3240
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	H	24	5767
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	H	>24	84192
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	N	<21	972860
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	N	21	610937
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	N	22	548339
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	N	23	457835
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	N	24	476935
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2302_R1_001.fastq.gz_1.bam	N	>24	8665122
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	U	<21	134932
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	U	21	14387
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	U	22	12825
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	U	23	11517
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	U	24	8016
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	U	>24	272639
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	P	<21	130679
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	P	21	35534
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	P	22	31173
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	P	23	35201
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	P	24	39336
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	P	>24	674431
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	R	<21	222198
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	R	21	92457
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	R	22	97295
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	R	23	104130
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	R	24	108827
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	R	>24	1581579
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	H	<21	1587
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	H	21	322
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	H	22	352
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	H	23	486
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	H	24	988
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	H	>24	6739
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	N	<21	1253618
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	N	21	746871
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	N	22	585082
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	N	23	571346
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	N	24	618475
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2360_R1_001.fastq.gz_1.bam	N	>24	9255334
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	U	<21	168342
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	U	21	34935
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	U	22	69960
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	U	23	71098
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	U	24	49704
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	U	>24	1751527
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	P	<21	155175
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	P	21	45414
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	P	22	63707
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	P	23	74607
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	P	24	64310
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	P	>24	2893622
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	R	<21	218489
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	R	21	78506
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	R	22	104566
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	R	23	95759
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	R	24	103066
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	R	>24	1546048
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	H	<21	10621
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	H	21	2079
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	H	22	1658
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	H	23	5820
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	H	24	6510
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	H	>24	72360
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	N	<21	742774
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	N	21	323248
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	N	22	353500
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	N	23	382050
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	N	24	433286
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2398_R1_001.fastq.gz_1.bam	N	>24	6865467
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	U	<21	130684
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	U	21	27464
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	U	22	36576
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	U	23	35250
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	U	24	25946
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	U	>24	1338366
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	P	<21	90839
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	P	21	24288
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	P	22	29348
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	P	23	24887
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	P	24	28202
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	P	>24	1348308
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	R	<21	104699
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	R	21	35326
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	R	22	39202
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	R	23	41416
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	R	24	43082
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	R	>24	926127
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	H	<21	9486
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	H	21	1568
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	H	22	1054
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	H	23	4261
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	H	24	3785
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	H	>24	64874
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	N	<21	895078
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	N	21	706829
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	N	22	528950
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	N	23	480948
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	N	24	537536
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2404_R1_001.fastq.gz_1.bam	N	>24	9148524
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	U	<21	77007
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	U	21	10165
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	U	22	15130
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	U	23	12375
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	U	24	8728
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	U	>24	459793
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	P	<21	34106
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	P	21	9387
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	P	22	12773
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	P	23	10315
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	P	24	11106
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	P	>24	521372
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	R	<21	56143
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	R	21	17691
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	R	22	21484
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	R	23	21721
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	R	24	23916
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	R	>24	583195
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	H	<21	2518
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	H	21	344
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	H	22	323
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	H	23	796
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	H	24	1146
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	H	>24	16756
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	N	<21	782753
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	N	21	548337
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	N	22	614629
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	N	23	552736
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	N	24	578246
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2412_R1_001.fastq.gz_1.bam	N	>24	12483517
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	U	<21	85249
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	U	21	7410
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	U	22	6101
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	U	23	7195
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	U	24	4626
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	U	>24	191434
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	P	<21	37889
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	P	21	4436
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	P	22	4720
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	P	23	3988
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	P	24	4168
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	P	>24	200490
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	R	<21	60703
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	R	21	18016
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	R	22	19887
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	R	23	20664
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	R	24	22247
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	R	>24	392925
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	H	<21	948
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	H	21	128
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	H	22	126
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	H	23	275
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	H	24	344
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	H	>24	5797
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	N	<21	1506244
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	N	21	619445
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	N	22	577390
