"","gene_id","GO.ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","AST.1065","AST.1147","AST.1412","AST.1560","AST.1567","AST.1617","AST.1722","AST.2000","AST.2007","AST.2302","AST.2360","AST.2398","AST.2404","AST.2412","AST.2512","AST.2523","AST.2563","AST.2729","AST.2755"
"338","evm.TU.chromosome_5.513","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,4179,18635,1237,305,5845,4975,7908,428,4283,3496,4329,13534,5313,3802,1140,3997,3013,377,926
"339","evm.TU.chromosome_5.513","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",4179,18635,1237,305,5845,4975,7908,428,4283,3496,4329,13534,5313,3802,1140,3997,3013,377,926
"340","evm.TU.chromosome_5.513","GO:0030199",1.38048079190912e-05,0.999997596215807,13,42,"collagen fibril organization","BP",4179,18635,1237,305,5845,4975,7908,428,4283,3496,4329,13534,5313,3802,1140,3997,3013,377,926
"341","evm.TU.chromosome_5.2479","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",791,84,220,14,12,165,76,49,812,858,146,105,282,297,76,936,430,120,26
"342","evm.TU.chromosome_5.2816","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",1689,697,220,40,30,215,323,83,1338,484,403,218,1403,1622,77,999,668,34,87
"343","evm.TU.chromosome_5.1166","GO:0005751",0.0326754598639659,0.996186104168931,3,7,"mitochondrial respiratory chain complex IV","CC",920,765,563,66,272,735,410,754,796,947,483,599,589,631,144,770,779,203,111
"344","evm.TU.chromosome_5.1166","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",920,765,563,66,272,735,410,754,796,947,483,599,589,631,144,770,779,203,111
"345","evm.TU.chromosome_5.1941","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",853,160,1025,14,12,420,111,51,1764,1562,401,27,62,718,43,1638,621,82,29
"346","evm.TU.chromosome_5.1535","GO:0004197",0.00589883571925086,0.998201418621006,10,51,"cysteine-type endopeptidase activity","MF",562,1084,435,24,355,690,893,130,534,574,333,761,467,379,61,504,391,57,37
"347","evm.TU.chromosome_5.1535","GO:0010216",0.0487620102238264,0.996186294773079,2,5,"negative regulation of gene expression via chromosomal DNA cytosine methylation","BP",562,1084,435,24,355,690,893,130,534,574,333,761,467,379,61,504,391,57,37
"348","evm.TU.chromosome_5.287","GO:0060292",0.0347338488521701,0.9954026205305,3,9,"long-term synaptic depression","BP",927,2216,318,11,659,1090,1393,154,882,883,625,1544,757,676,100,658,558,136,83
"349","evm.TU.chromosome_5.285","GO:0000786",8.68000423655731e-07,0.999999852856848,17,43,"nucleosome","CC",4,6382,31,16,0,0,8974,41,6,8,50,1985,94,23,47,14,22,0,11
"350","evm.TU.chromosome_5.285","GO:0005700",0.012751740367814,0.999061412250447,3,6,"polytene chromosome","CC",4,6382,31,16,0,0,8974,41,6,8,50,1985,94,23,47,14,22,0,11
"351","evm.TU.chromosome_5.285","GO:0031492",0.00170665389625459,0.99984537649885,5,10,"nucleosomal DNA binding","MF",4,6382,31,16,0,0,8974,41,6,8,50,1985,94,23,47,14,22,0,11
"352","evm.TU.chromosome_5.285","GO:0006334",3.34258970070792e-05,0.999992766007381,15,47,"nucleosome assembly","BP",4,6382,31,16,0,0,8974,41,6,8,50,1985,94,23,47,14,22,0,11
"353","evm.TU.chromosome_5.438","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",661,220,49,10,40,158,93,28,316,553,132,70,326,346,56,354,357,50,8
"354","evm.TU.chromosome_5.433","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"355","evm.TU.chromosome_5.433","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"356","evm.TU.chromosome_5.433","GO:0004051",0.0327290793960894,0.995634968737503,3,10,"arachidonate 5-lipoxygenase activity","MF",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"357","evm.TU.chromosome_5.433","GO:0035655",0.0103158630757012,0.999229937022381,3,7,"interleukin-18-mediated signaling pathway","BP",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"358","evm.TU.chromosome_5.433","GO:0006691",0.00853196162480629,0.998971253238338,4,12,"leukotriene metabolic process","BP",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"359","evm.TU.chromosome_5.433","GO:0002540",0.0156449062766662,0.998545816384709,3,8,"leukotriene production involved in inflammatory response","BP",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"360","evm.TU.chromosome_5.433","GO:2001301",0.0103158630757012,0.999229937022381,3,7,"lipoxin biosynthetic process","BP",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"361","evm.TU.chromosome_5.433","GO:0019372",0.0156449062766662,0.998545816384709,3,8,"lipoxygenase pathway","BP",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"362","evm.TU.chromosome_5.433","GO:0016702",0.0054814469052228,0.998795738490633,7,29,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF",46,231,60,0,196,160,90,33,51,33,175,148,29,39,49,28,32,59,22
"363","evm.TU.chromosome_5.668","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",4006,527,4111,237,86,320,390,456,2683,4644,534,257,809,1473,199,1654,4901,179,185
"364","evm.TU.chromosome_5.2659","GO:0005618",0.0418696537930537,0.991171760723625,4,16,"cell wall","CC",224,55,49,0,12,30,17,5,443,83,48,0,343,336,7,315,418,31,7
"365","evm.TU.chromosome_5.2659","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",224,55,49,0,12,30,17,5,443,83,48,0,343,336,7,315,418,31,7
"366","evm.TU.chromosome_5.2659","GO:0030115",0.0172299159928236,0.999529013609321,2,3,"S-layer","CC",224,55,49,0,12,30,17,5,443,83,48,0,343,336,7,315,418,31,7
"367","evm.TU.chromosome_5.2659","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",224,55,49,0,12,30,17,5,443,83,48,0,343,336,7,315,418,31,7
"368","evm.TU.chromosome_5.2659","GO:0000272",0.000137672236566403,0.999979563088625,9,27,"polysaccharide catabolic process","BP",224,55,49,0,12,30,17,5,443,83,48,0,343,336,7,315,418,31,7
"369","evm.TU.chromosome_5.1486","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",297,89,25,4,4,27,78,13,223,149,21,41,16,160,11,222,292,41,12
"370","evm.TU.chromosome_5.379","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",12,1457,295,311,51,148,50,186,388,3549,25,81,47,94,31,326,152,221,11
"371","evm.TU.chromosome_5.1810","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,154,506,296,3,118,357,402,210,109,121,250,625,145,65,47,150,234,21,20
"372","evm.TU.chromosome_5.1810","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",154,506,296,3,118,357,402,210,109,121,250,625,145,65,47,150,234,21,20
"373","evm.TU.chromosome_5.1810","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",154,506,296,3,118,357,402,210,109,121,250,625,145,65,47,150,234,21,20
"374","evm.TU.chromosome_5.1810","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",154,506,296,3,118,357,402,210,109,121,250,625,145,65,47,150,234,21,20
"375","evm.TU.chromosome_5.1810","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",154,506,296,3,118,357,402,210,109,121,250,625,145,65,47,150,234,21,20
"376","evm.TU.chromosome_5.1810","GO:0001501",0.0247452054079938,0.988982574082538,13,89,"skeletal system development","BP",154,506,296,3,118,357,402,210,109,121,250,625,145,65,47,150,234,21,20
"377","evm.TU.chromosome_5.1171","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",28,18,196,0,68,99,242,24,86,0,66,156,193,107,33,21,91,0,0
"378","evm.TU.chromosome_5.1171","GO:0055072",0.00143902797173951,0.999763520732043,7,23,"iron ion homeostasis","BP",28,18,196,0,68,99,242,24,86,0,66,156,193,107,33,21,91,0,0
"379","evm.TU.chromosome_5.1171","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",28,18,196,0,68,99,242,24,86,0,66,156,193,107,33,21,91,0,0
"380","evm.TU.chromosome_5.2608","GO:0005874",0.0227362993518771,0.987049461297619,25,210,"microtubule","CC",212,1283,188,0,134,456,460,82,253,174,153,334,359,293,25,194,387,23,29
"381","evm.TU.chromosome_5.2604","GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",9574,6839,2999,206,1138,4499,3063,604,7946,6845,3315,3467,6903,6824,950,6854,4937,586,763
"382","evm.TU.chromosome_5.1793","GO:0031088",0.0426262719518758,0.98512649544913,7,45,"platelet dense granule membrane","CC",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"383","evm.TU.chromosome_5.1793","GO:0016404",0.0307305142412766,0.990060139115191,7,42,"15-hydroxyprostaglandin dehydrogenase (NAD+) activity","MF",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"384","evm.TU.chromosome_5.1793","GO:0015662",0.0307305142412766,0.990060139115191,7,42,"P-type ion transporter activity","MF",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"385","evm.TU.chromosome_5.1793","GO:0043225",0.038375912411378,0.986933957623855,7,44,"ATPase-coupled inorganic anion transmembrane transporter activity","MF",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"386","evm.TU.chromosome_5.1793","GO:0048661",0.0306218299773448,0.988352127600264,9,59,"positive regulation of smooth muscle cell proliferation","BP",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"387","evm.TU.chromosome_5.1793","GO:0032310",0.0307305142412766,0.990060139115191,7,42,"prostaglandin secretion","BP",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"388","evm.TU.chromosome_5.1793","GO:0010243",0.0168103024068338,0.994287177115552,9,53,"response to organonitrogen compound","BP",103,309,120,38,294,317,299,43,259,151,472,806,52,51,14,194,96,11,26
"389","evm.TU.chromosome_5.377","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",4572,6472,355,179,2837,1444,2657,71,2859,2972,1643,4346,2188,1789,279,1860,1521,156,151
"390","evm.TU.chromosome_5.377","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",4572,6472,355,179,2837,1444,2657,71,2859,2972,1643,4346,2188,1789,279,1860,1521,156,151
"391","evm.TU.chromosome_5.377","GO:0000272",0.000137672236566403,0.999979563088625,9,27,"polysaccharide catabolic process","BP",4572,6472,355,179,2837,1444,2657,71,2859,2972,1643,4346,2188,1789,279,1860,1521,156,151
"392","evm.TU.chromosome_5.372","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",346,1616,177,0,288,606,2002,101,380,541,196,796,594,336,122,238,582,78,47
"393","evm.TU.chromosome_5.1335","GO:0005719",0.000344951944268299,0.999970797240525,6,12,NA,NA,6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"394","evm.TU.chromosome_5.1335","GO:0000786",8.68000423655731e-07,0.999999852856848,17,43,"nucleosome","CC",6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"395","evm.TU.chromosome_5.1335","GO:0003680",1.04700716802029e-05,0.99999956256822,7,10,"minor groove of adenine-thymine-rich DNA binding","MF",6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"396","evm.TU.chromosome_5.1335","GO:0031492",0.00170665389625459,0.99984537649885,5,10,"nucleosomal DNA binding","MF",6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"397","evm.TU.chromosome_5.1335","GO:0006325",0.0472865985616505,0.987042212007001,5,24,"chromatin organization","BP",6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"398","evm.TU.chromosome_5.1335","GO:0030261",0.00417538303440916,0.99966070358727,4,8,"chromosome condensation","BP",6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"399","evm.TU.chromosome_5.1335","GO:0006334",3.34258970070792e-05,0.999992766007381,15,47,"nucleosome assembly","BP",6881,4085,9284,305,1036,7879,2833,3021,9685,10919,7243,4231,6852,8690,2263,5554,8430,1079,1238
"400","evm.TU.chromosome_5.1089","GO:0031088",0.0426262719518758,0.98512649544913,7,45,"platelet dense granule membrane","CC",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"401","evm.TU.chromosome_5.1089","GO:0016404",0.0307305142412766,0.990060139115191,7,42,"15-hydroxyprostaglandin dehydrogenase (NAD+) activity","MF",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"402","evm.TU.chromosome_5.1089","GO:0015662",0.0307305142412766,0.990060139115191,7,42,"P-type ion transporter activity","MF",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"403","evm.TU.chromosome_5.1089","GO:0043225",0.038375912411378,0.986933957623855,7,44,"ATPase-coupled inorganic anion transmembrane transporter activity","MF",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"404","evm.TU.chromosome_5.1089","GO:0048661",0.0306218299773448,0.988352127600264,9,59,"positive regulation of smooth muscle cell proliferation","BP",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"405","evm.TU.chromosome_5.1089","GO:0032310",0.0307305142412766,0.990060139115191,7,42,"prostaglandin secretion","BP",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"406","evm.TU.chromosome_5.1089","GO:0010243",0.0168103024068338,0.994287177115552,9,53,"response to organonitrogen compound","BP",285,31,51,4,0,222,42,0,183,130,117,37,37,178,18,180,145,11,20
"407","evm.TU.chromosome_5.505","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",1154,2772,352,18,1132,1013,1765,62,705,1441,557,2157,1291,1194,119,1516,1052,58,61
"408","evm.TU.chromosome_5.505","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",1154,2772,352,18,1132,1013,1765,62,705,1441,557,2157,1291,1194,119,1516,1052,58,61
"409","evm.TU.chromosome_5.889","GO:0043515",0.0278859766536323,0.998613213882129,2,4,"kinetochore binding","MF",130,628,141,13,193,317,548,92,249,296,194,534,266,187,45,171,161,38,28
"410","evm.TU.chromosome_5.889","GO:0051315",0.0471380914569097,0.996382824618905,2,5,"attachment of mitotic spindle microtubules to kinetochore","BP",130,628,141,13,193,317,548,92,249,296,194,534,266,187,45,171,161,38,28
"411","evm.TU.chromosome_5.889","GO:0090235",0.0442888182521667,0.996718145341009,2,5,"regulation of metaphase plate congression","BP",130,628,141,13,193,317,548,92,249,296,194,534,266,187,45,171,161,38,28
"412","evm.TU.chromosome_5.487","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",142,33,43,0,0,23,31,31,107,75,39,44,106,163,10,84,188,4,13
"413","evm.TU.chromosome_5.2230","GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",932,1035,484,54,233,874,812,253,1483,940,675,702,1117,857,138,875,881,104,116
"414","evm.TU.chromosome_5.1146","GO:0005719",0.000344951944268299,0.999970797240525,6,12,NA,NA,868,111,285,38,47,468,334,2,905,1421,283,44,478,473,48,501,795,29,38
"415","evm.TU.chromosome_5.1146","GO:0000786",8.68000423655731e-07,0.999999852856848,17,43,"nucleosome","CC",868,111,285,38,47,468,334,2,905,1421,283,44,478,473,48,501,795,29,38
"416","evm.TU.chromosome_5.1146","GO:0003680",1.04700716802029e-05,0.99999956256822,7,10,"minor groove of adenine-thymine-rich DNA binding","MF",868,111,285,38,47,468,334,2,905,1421,283,44,478,473,48,501,795,29,38
"417","evm.TU.chromosome_5.1146","GO:0006334",3.34258970070792e-05,0.999992766007381,15,47,"nucleosome assembly","BP",868,111,285,38,47,468,334,2,905,1421,283,44,478,473,48,501,795,29,38
"418","evm.TU.chromosome_5.1006","GO:0004521",0.00577169523335724,0.998932817409959,6,21,"RNA endonuclease activity","MF",187,136,621,91,181,105,294,1045,138,66,38,157,181,56,26,187,106,33,22
"419","evm.TU.chromosome_5.2582","GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",95,87,85,0,16,259,60,351,135,116,163,120,160,130,20,59,98,26,22
"420","evm.TU.chromosome_6.832","GO:0043046",0.048169634753112,0.989072124874411,4,19,"DNA methylation involved in gamete generation","BP",78,763,26,0,77,243,370,52,94,88,135,170,115,86,26,164,71,0,0
"421","evm.TU.chromosome_6.832","GO:0034587",0.0499881796010641,0.988521176506306,4,19,"piRNA processing","BP",78,763,26,0,77,243,370,52,94,88,135,170,115,86,26,164,71,0,0
"422","evm.TU.chromosome_6.76","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",634,716,282,10,744,1243,1275,67,1276,307,419,143,199,182,53,439,136,20,53
"423","evm.TU.chromosome_6.76","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",634,716,282,10,744,1243,1275,67,1276,307,419,143,199,182,53,439,136,20,53
"424","evm.TU.chromosome_6.75","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",869,3979,915,17,3732,434,1349,158,1828,1321,1104,3365,270,532,288,1001,155,179,113
"425","evm.TU.chromosome_6.75","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",869,3979,915,17,3732,434,1349,158,1828,1321,1104,3365,270,532,288,1001,155,179,113
"426","evm.TU.chromosome_6.2732","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",670,453,407,29,82,354,491,74,468,663,233,317,846,596,110,450,629,64,29
"427","evm.TU.chromosome_6.2732","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",670,453,407,29,82,354,491,74,468,663,233,317,846,596,110,450,629,64,29
"428","evm.TU.chromosome_6.681","GO:0005507",0.0479593786362308,0.979061656004402,10,69,"copper ion binding","MF",1698,790,629,122,266,1180,601,316,1134,1649,707,1049,2194,1284,315,1153,1422,204,62
"429","evm.TU.chromosome_6.2853","GO:0001935",0.0359708162713669,0.992700772826618,4,17,"endothelial cell proliferation","BP",1211,6001,395,12,1250,838,3763,97,929,908,687,2526,652,601,173,1070,751,59,67
"430","evm.TU.chromosome_6.762","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",602,160,204,0,26,270,59,34,114,608,72,29,229,86,50,482,133,25,26
"431","evm.TU.chromosome_6.762","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",602,160,204,0,26,270,59,34,114,608,72,29,229,86,50,482,133,25,26
"432","evm.TU.chromosome_6.762","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",602,160,204,0,26,270,59,34,114,608,72,29,229,86,50,482,133,25,26
"433","evm.TU.chromosome_6.762","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",602,160,204,0,26,270,59,34,114,608,72,29,229,86,50,482,133,25,26
"434","evm.TU.chromosome_6.761","GO:0031225",0.0172978319212197,0.994111562987838,9,51,NA,NA,183,15,50,0,0,129,32,33,96,94,93,72,168,112,9,114,120,20,8
"435","evm.TU.chromosome_6.761","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",183,15,50,0,0,129,32,33,96,94,93,72,168,112,9,114,120,20,8
"436","evm.TU.chromosome_6.761","GO:0003990",0.0488949149103114,0.992154234974993,3,11,"acetylcholinesterase activity","MF",183,15,50,0,0,129,32,33,96,94,93,72,168,112,9,114,120,20,8
"437","evm.TU.chromosome_6.761","GO:0052689",0.00665654830351578,0.998088215321655,9,45,"carboxylic ester hydrolase activity","MF",183,15,50,0,0,129,32,33,96,94,93,72,168,112,9,114,120,20,8
"438","evm.TU.chromosome_6.655","GO:0043141",0.011442105813174,0.998459861605894,4,13,NA,NA,233,443,222,22,150,336,449,101,230,323,176,408,144,138,38,202,158,45,31
"439","evm.TU.chromosome_6.655","GO:1904874",0.00662631065122379,0.999618769634256,3,6,"positive regulation of telomerase RNA localization to Cajal body","BP",233,443,222,22,150,336,449,101,230,323,176,408,144,138,38,202,158,45,31
"440","evm.TU.chromosome_6.759","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",981,65,123,0,10,435,187,42,688,296,197,96,685,460,140,551,575,44,66
"441","evm.TU.chromosome_6.759","GO:0003990",0.0488949149103114,0.992154234974993,3,11,"acetylcholinesterase activity","MF",981,65,123,0,10,435,187,42,688,296,197,96,685,460,140,551,575,44,66
"442","evm.TU.chromosome_6.759","GO:0052689",0.00665654830351578,0.998088215321655,9,45,"carboxylic ester hydrolase activity","MF",981,65,123,0,10,435,187,42,688,296,197,96,685,460,140,551,575,44,66
"443","evm.TU.chromosome_6.1086_evm.TU.chromosome_6.1088","GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",346,592,313,28,63,464,316,27,309,579,192,291,1077,848,124,548,465,89,53
"444","evm.TU.chromosome_6.2358","GO:0050840",0.0141694859956542,0.996690316488574,6,26,"extracellular matrix binding","MF",100,71,19,7,39,47,109,29,136,139,87,38,161,316,45,121,124,15,14
"445","evm.TU.chromosome_6.2358","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",100,71,19,7,39,47,109,29,136,139,87,38,161,316,45,121,124,15,14
"446","evm.TU.chromosome_6.1901","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,4793,3501,2104,137,804,3668,2035,508,3134,3093,2296,3080,2983,2982,522,4306,2391,586,538
"447","evm.TU.chromosome_6.1901","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",4793,3501,2104,137,804,3668,2035,508,3134,3093,2296,3080,2983,2982,522,4306,2391,586,538
"448","evm.TU.chromosome_6.1901","GO:0050840",0.0141694859956542,0.996690316488574,6,26,"extracellular matrix binding","MF",4793,3501,2104,137,804,3668,2035,508,3134,3093,2296,3080,2983,2982,522,4306,2391,586,538
"449","evm.TU.chromosome_6.1901","GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",4793,3501,2104,137,804,3668,2035,508,3134,3093,2296,3080,2983,2982,522,4306,2391,586,538
"450","evm.TU.chromosome_6.2639","GO:0032549",0.0285473693932665,0.994909799051808,4,13,"ribonucleoside binding","MF",4366,50565,20050,1178,13380,3620,39725,20668,6977,9487,14893,34584,11355,10598,1561,3967,10083,787,1287
"451","evm.TU.chromosome_6.695","GO:0043542",0.0410423987180905,0.993863804371821,3,11,"endothelial cell migration","BP",1520,2811,230,32,1845,1483,2701,204,1327,854,1121,3096,1490,1352,259,1082,848,35,91
"452","evm.TU.chromosome_6.935","GO:0071013",0.0362352774332805,0.984226246800937,11,74,"catalytic step 2 spliceosome","CC",214,187,179,21,47,186,128,245,252,216,237,171,171,229,56,231,281,35,9
"453","evm.TU.chromosome_6.935","GO:0005682",0.0257922712023689,0.993021939396526,6,28,"U5 snRNP","CC",214,187,179,21,47,186,128,245,252,216,237,171,171,229,56,231,281,35,9
"454","evm.TU.chromosome_6.1006","GO:0005700",0.012751740367814,0.999061412250447,3,6,"polytene chromosome","CC",0,20,88,0,6,4541,71,2443,21,29,9,13,6,52,8,0,0,20,15
"455","evm.TU.chromosome_6.1006","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",0,20,88,0,6,4541,71,2443,21,29,9,13,6,52,8,0,0,20,15
"456","evm.TU.chromosome_6.2924","GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",378,1291,356,15,286,744,1226,82,444,505,346,1062,314,305,104,336,303,41,48
"457","evm.TU.chromosome_6.2924","GO:0004819",0.00512302544682537,1,2,2,"glutamine-tRNA ligase activity","MF",378,1291,356,15,286,744,1226,82,444,505,346,1062,314,305,104,336,303,41,48
"458","evm.TU.chromosome_6.2924","GO:0006425",0.00512302544682537,1,2,2,"glutaminyl-tRNA aminoacylation","BP",378,1291,356,15,286,744,1226,82,444,505,346,1062,314,305,104,336,303,41,48
"459","evm.TU.chromosome_6.84","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",2942,118,4841,347,70,2554,300,62,89,8710,1311,232,6652,676,1286,3761,1898,241,0
"460","evm.TU.chromosome_6.84","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",2942,118,4841,347,70,2554,300,62,89,8710,1311,232,6652,676,1286,3761,1898,241,0
"461","evm.TU.chromosome_6.85","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",3153,307,5284,316,184,6335,460,217,1415,14997,2675,718,10840,1409,1573,5346,2662,192,637
"462","evm.TU.chromosome_6.85","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",3153,307,5284,316,184,6335,460,217,1415,14997,2675,718,10840,1409,1573,5346,2662,192,637
"463","evm.TU.chromosome_6.1760","GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",2336,288,405,24,169,636,872,246,1146,788,762,425,1804,1065,245,1492,1097,141,182
"464","evm.TU.chromosome_6.840","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",157,519,103,10,397,163,242,17,98,130,127,710,84,76,42,100,79,16,12
"465","evm.TU.chromosome_6.840","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,157,519,103,10,397,163,242,17,98,130,127,710,84,76,42,100,79,16,12
"466","evm.TU.chromosome_6.840","GO:0002088",0.0352268786080525,0.993061392158004,4,15,"lens development in camera-type eye","BP",157,519,103,10,397,163,242,17,98,130,127,710,84,76,42,100,79,16,12
"467","evm.TU.chromosome_6.840","GO:0045743",0.00920610098403339,0.999401125742288,3,6,"positive regulation of fibroblast growth factor receptor signaling pathway","BP",157,519,103,10,397,163,242,17,98,130,127,710,84,76,42,100,79,16,12
"468","evm.TU.chromosome_6.298","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,4904,1790,1444,92,236,1538,781,184,2679,3700,1719,596,2139,1769,275,3754,2863,296,310
"469","evm.TU.chromosome_6.640","GO:0019897",0.0324440979408265,0.991982187597108,5,24,"extrinsic component of plasma membrane","CC",526,2791,199,18,509,691,1968,125,587,642,474,1506,584,669,104,577,375,14,44
"470","evm.TU.chromosome_6.640","GO:0006457",0.0308532130380328,0.985847347802626,13,87,"protein folding","BP",526,2791,199,18,509,691,1968,125,587,642,474,1506,584,669,104,577,375,14,44
"471","evm.TU.chromosome_6.888","GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",173,1475,70,14,276,100,1071,8,214,366,153,507,276,159,68,201,139,16,16
"472","evm.TU.chromosome_6.888","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",173,1475,70,14,276,100,1071,8,214,366,153,507,276,159,68,201,139,16,16
