"Plot Title: 20444034"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444034, SEN S/N: 20444034, LBL: Celcius)","Coupler Detached (LGR S/N: 20444034)","Coupler Attached (LGR S/N: 20444034)","Host Connected (LGR S/N: 20444034)","Stopped (LGR S/N: 20444034)","End Of File (LGR S/N: 20444034)"
1751,01/02/21 04:10:00 PM,7.995,,,,,
1752,01/02/21 04:20:00 PM,7.995,,,,,
1753,01/02/21 04:30:00 PM,7.995,,,,,
1754,01/02/21 04:40:00 PM,7.995,,,,,
1755,01/02/21 04:50:00 PM,7.995,,,,,
1756,01/02/21 05:00:00 PM,7.995,,,,,
1757,01/02/21 05:10:00 PM,7.995,,,,,
1758,01/02/21 05:20:00 PM,7.995,,,,,
1759,01/02/21 05:30:00 PM,8.020,,,,,
1760,01/02/21 05:40:00 PM,8.045,,,,,
1761,01/02/21 05:50:00 PM,8.045,,,,,
1762,01/02/21 06:00:00 PM,8.045,,,,,
1763,01/02/21 06:10:00 PM,8.070,,,,,
1764,01/02/21 06:20:00 PM,8.070,,,,,
1765,01/02/21 06:30:00 PM,8.095,,,,,
1766,01/02/21 06:40:00 PM,8.095,,,,,
1767,01/02/21 06:50:00 PM,8.095,,,,,
1768,01/02/21 07:00:00 PM,8.095,,,,,
1769,01/02/21 07:10:00 PM,8.120,,,,,
1770,01/02/21 07:20:00 PM,8.170,,,,,
1771,01/02/21 07:30:00 PM,8.195,,,,,
1772,01/02/21 07:40:00 PM,8.220,,,,,
1773,01/02/21 07:50:00 PM,8.220,,,,,
1774,01/02/21 08:00:00 PM,8.195,,,,,
1775,01/02/21 08:10:00 PM,8.170,,,,,
1776,01/02/21 08:20:00 PM,8.145,,,,,
1777,01/02/21 08:30:00 PM,8.120,,,,,
1778,01/02/21 08:40:00 PM,8.095,,,,,
1779,01/02/21 08:50:00 PM,8.070,,,,,
1780,01/02/21 09:00:00 PM,8.045,,,,,
1781,01/02/21 09:10:00 PM,8.045,,,,,
1782,01/02/21 09:20:00 PM,7.995,,,,,
1783,01/02/21 09:30:00 PM,7.970,,,,,
1784,01/02/21 09:40:00 PM,7.970,,,,,
1785,01/02/21 09:50:00 PM,7.945,,,,,
1786,01/02/21 10:00:00 PM,7.945,,,,,
1787,01/02/21 10:10:00 PM,7.920,,,,,
1788,01/02/21 10:20:00 PM,7.920,,,,,
1789,01/02/21 10:30:00 PM,7.895,,,,,
1790,01/02/21 10:40:00 PM,7.895,,,,,
1791,01/02/21 10:50:00 PM,7.895,,,,,
1792,01/02/21 11:00:00 PM,7.870,,,,,
1793,01/02/21 11:10:00 PM,7.845,,,,,
1794,01/02/21 11:20:00 PM,7.845,,,,,
1795,01/02/21 11:30:00 PM,7.820,,,,,
1796,01/02/21 11:40:00 PM,7.795,,,,,
1797,01/02/21 11:50:00 PM,7.770,,,,,
1798,01/03/21 12:00:00 AM,7.745,,,,,
1799,01/03/21 12:10:00 AM,7.720,,,,,
1800,01/03/21 12:20:00 AM,7.695,,,,,
1801,01/03/21 12:30:00 AM,7.695,,,,,
1802,01/03/21 12:40:00 AM,7.695,,,,,
1803,01/03/21 12:50:00 AM,7.670,,,,,
1804,01/03/21 01:00:00 AM,7.645,,,,,
1805,01/03/21 01:10:00 AM,7.645,,,,,
1806,01/03/21 01:20:00 AM,7.645,,,,,
1807,01/03/21 01:30:00 AM,7.645,,,,,
1808,01/03/21 01:40:00 AM,7.645,,,,,
1809,01/03/21 01:50:00 AM,7.619,,,,,
1810,01/03/21 02:00:00 AM,7.619,,,,,
1811,01/03/21 02:10:00 AM,7.619,,,,,
1812,01/03/21 02:20:00 AM,7.619,,,,,
1813,01/03/21 02:30:00 AM,7.619,,,,,
1814,01/03/21 02:40:00 AM,7.619,,,,,
1815,01/03/21 02:50:00 AM,7.619,,,,,
1816,01/03/21 03:00:00 AM,7.619,,,,,
1817,01/03/21 03:10:00 AM,7.619,,,,,
1818,01/03/21 03:20:00 AM,7.619,,,,,
1819,01/03/21 03:30:00 AM,7.619,,,,,
1820,01/03/21 03:40:00 AM,7.619,,,,,
1821,01/03/21 03:50:00 AM,7.619,,,,,
1822,01/03/21 04:00:00 AM,7.619,,,,,
1823,01/03/21 04:10:00 AM,7.619,,,,,
1824,01/03/21 04:20:00 AM,7.594,,,,,
1825,01/03/21 04:30:00 AM,7.594,,,,,
1826,01/03/21 04:40:00 AM,7.594,,,,,
1827,01/03/21 04:50:00 AM,7.594,,,,,
1828,01/03/21 05:00:00 AM,7.619,,,,,
1829,01/03/21 05:10:00 AM,7.619,,,,,
1830,01/03/21 05:20:00 AM,7.645,,,,,
1831,01/03/21 05:30:00 AM,7.645,,,,,
1832,01/03/21 05:40:00 AM,7.670,,,,,
1833,01/03/21 05:50:00 AM,7.695,,,,,
1834,01/03/21 06:00:00 AM,7.720,,,,,
1835,01/03/21 06:10:00 AM,7.720,,,,,
1836,01/03/21 06:20:00 AM,7.745,,,,,
1837,01/03/21 06:30:00 AM,7.745,,,,,
1838,01/03/21 06:40:00 AM,7.770,,,,,
1839,01/03/21 06:50:00 AM,7.770,,,,,
1840,01/03/21 07:00:00 AM,7.795,,,,,
1841,01/03/21 07:10:00 AM,7.820,,,,,
1842,01/03/21 07:20:00 AM,7.845,,,,,
1843,01/03/21 07:30:00 AM,7.895,,,,,
1844,01/03/21 07:40:00 AM,7.920,,,,,
1845,01/03/21 07:50:00 AM,7.945,,,,,
1846,01/03/21 08:00:00 AM,7.945,,,,,
1847,01/03/21 08:10:00 AM,7.945,,,,,
1848,01/03/21 08:20:00 AM,7.945,,,,,
1849,01/03/21 08:30:00 AM,7.945,,,,,
1850,01/03/21 08:40:00 AM,7.945,,,,,
1851,01/03/21 08:50:00 AM,7.945,,,,,
1852,01/03/21 09:00:00 AM,7.945,,,,,
1853,01/03/21 09:10:00 AM,7.920,,,,,
1854,01/03/21 09:20:00 AM,7.895,,,,,
1855,01/03/21 09:30:00 AM,7.870,,,,,
1856,01/03/21 09:40:00 AM,7.845,,,,,
1857,01/03/21 09:50:00 AM,7.820,,,,,
1858,01/03/21 10:00:00 AM,7.795,,,,,
1859,01/03/21 10:10:00 AM,7.795,,,,,
1860,01/03/21 10:20:00 AM,7.770,,,,,
1861,01/03/21 10:30:00 AM,7.745,,,,,
1862,01/03/21 10:40:00 AM,7.745,,,,,
1863,01/03/21 10:50:00 AM,7.745,,,,,
1864,01/03/21 11:00:00 AM,7.720,,,,,
1865,01/03/21 11:10:00 AM,7.720,,,,,
1866,01/03/21 11:20:00 AM,7.720,,,,,
1867,01/03/21 11:30:00 AM,7.720,,,,,
1868,01/03/21 11:40:00 AM,7.695,,,,,
1869,01/03/21 11:50:00 AM,7.695,,,,,
1870,01/03/21 12:00:00 PM,7.695,,,,,
1871,01/03/21 12:10:00 PM,7.695,,,,,
1872,01/03/21 12:20:00 PM,7.695,,,,,
1873,01/03/21 12:30:00 PM,7.695,,,,,
1874,01/03/21 12:40:00 PM,7.695,,,,,
1875,01/03/21 12:50:00 PM,7.695,,,,,
1876,01/03/21 01:00:00 PM,7.670,,,,,
1877,01/03/21 01:10:00 PM,7.670,,,,,
1878,01/03/21 01:20:00 PM,7.670,,,,,
1879,01/03/21 01:30:00 PM,7.670,,,,,
1880,01/03/21 01:40:00 PM,7.645,,,,,
1881,01/03/21 01:50:00 PM,7.645,,,,,
1882,01/03/21 02:00:00 PM,7.645,,,,,
1883,01/03/21 02:10:00 PM,7.645,,,,,
1884,01/03/21 02:20:00 PM,7.645,,,,,
1885,01/03/21 02:30:00 PM,7.645,,,,,
1886,01/03/21 02:40:00 PM,7.645,,,,,
1887,01/03/21 02:50:00 PM,7.619,,,,,
1888,01/03/21 03:00:00 PM,7.619,,,,,
1889,01/03/21 03:10:00 PM,7.619,,,,,
1890,01/03/21 03:20:00 PM,7.594,,,,,
1891,01/03/21 03:30:00 PM,7.594,,,,,
1892,01/03/21 03:40:00 PM,7.594,,,,,
1893,01/03/21 03:50:00 PM,7.569,,,,,
1894,01/03/21 04:00:00 PM,7.569,,,,,
1895,01/03/21 04:10:00 PM,7.569,,,,,
1896,01/03/21 04:20:00 PM,7.544,,,,,
1897,01/03/21 04:30:00 PM,7.544,,,,,
1898,01/03/21 04:40:00 PM,7.519,,,,,
1899,01/03/21 04:50:00 PM,7.519,,,,,
1900,01/03/21 05:00:00 PM,7.494,,,,,
1901,01/03/21 05:10:00 PM,7.494,,,,,
1902,01/03/21 05:20:00 PM,7.494,,,,,
1903,01/03/21 05:30:00 PM,7.469,,,,,
1904,01/03/21 05:40:00 PM,7.469,,,,,
1905,01/03/21 05:50:00 PM,7.469,,,,,
1906,01/03/21 06:00:00 PM,7.469,,,,,
1907,01/03/21 06:10:00 PM,7.494,,,,,
1908,01/03/21 06:20:00 PM,7.494,,,,,
1909,01/03/21 06:30:00 PM,7.494,,,,,
1910,01/03/21 06:40:00 PM,7.494,,,,,
1911,01/03/21 06:50:00 PM,7.494,,,,,
1912,01/03/21 07:00:00 PM,7.519,,,,,
1913,01/03/21 07:10:00 PM,7.519,,,,,
1914,01/03/21 07:20:00 PM,7.519,,,,,
1915,01/03/21 07:30:00 PM,7.519,,,,,
1916,01/03/21 07:40:00 PM,7.519,,,,,
1917,01/03/21 07:50:00 PM,7.519,,,,,
1918,01/03/21 08:00:00 PM,7.519,,,,,
1919,01/03/21 08:10:00 PM,7.544,,,,,
1920,01/03/21 08:20:00 PM,7.544,,,,,
1921,01/03/21 08:30:00 PM,7.569,,,,,
1922,01/03/21 08:40:00 PM,7.594,,,,,
1923,01/03/21 08:50:00 PM,7.619,,,,,
1924,01/03/21 09:00:00 PM,7.645,,,,,
1925,01/03/21 09:10:00 PM,7.645,,,,,
1926,01/03/21 09:20:00 PM,7.670,,,,,
1927,01/03/21 09:30:00 PM,7.670,,,,,
1928,01/03/21 09:40:00 PM,7.670,,,,,
1929,01/03/21 09:50:00 PM,7.670,,,,,
1930,01/03/21 10:00:00 PM,7.645,,,,,
1931,01/03/21 10:10:00 PM,7.645,,,,,
1932,01/03/21 10:20:00 PM,7.645,,,,,
1933,01/03/21 10:30:00 PM,7.645,,,,,
1934,01/03/21 10:40:00 PM,7.645,,,,,
1935,01/03/21 10:50:00 PM,7.645,,,,,
1936,01/03/21 11:00:00 PM,7.645,,,,,
1937,01/03/21 11:10:00 PM,7.619,,,,,
1938,01/03/21 11:20:00 PM,7.619,,,,,
1939,01/03/21 11:30:00 PM,7.594,,,,,
1940,01/03/21 11:40:00 PM,7.569,,,,,
1941,01/03/21 11:50:00 PM,7.544,,,,,
1942,01/04/21 12:00:00 AM,7.544,,,,,
1943,01/04/21 12:10:00 AM,7.544,,,,,
1944,01/04/21 12:20:00 AM,7.519,,,,,
1945,01/04/21 12:30:00 AM,7.519,,,,,
1946,01/04/21 12:40:00 AM,7.494,,,,,
1947,01/04/21 12:50:00 AM,7.494,,,,,
1948,01/04/21 01:00:00 AM,7.494,,,,,
1949,01/04/21 01:10:00 AM,7.494,,,,,
1950,01/04/21 01:20:00 AM,7.469,,,,,
1951,01/04/21 01:30:00 AM,7.469,,,,,
1952,01/04/21 01:40:00 AM,7.469,,,,,
1953,01/04/21 01:50:00 AM,7.469,,,,,
1954,01/04/21 02:00:00 AM,7.444,,,,,
1955,01/04/21 02:10:00 AM,7.444,,,,,
1956,01/04/21 02:20:00 AM,7.444,,,,,
1957,01/04/21 02:30:00 AM,7.444,,,,,
1958,01/04/21 02:40:00 AM,7.444,,,,,
1959,01/04/21 02:50:00 AM,7.444,,,,,
1960,01/04/21 03:00:00 AM,7.444,,,,,
1961,01/04/21 03:10:00 AM,7.444,,,,,
1962,01/04/21 03:20:00 AM,7.444,,,,,
1963,01/04/21 03:30:00 AM,7.444,,,,,
1964,01/04/21 03:40:00 AM,7.444,,,,,
1965,01/04/21 03:50:00 AM,7.444,,,,,
1966,01/04/21 04:00:00 AM,7.444,,,,,
1967,01/04/21 04:10:00 AM,7.444,,,,,
1968,01/04/21 04:20:00 AM,7.444,,,,,
1969,01/04/21 04:30:00 AM,7.444,,,,,
1970,01/04/21 04:40:00 AM,7.444,,,,,
1971,01/04/21 04:50:00 AM,7.444,,,,,
1972,01/04/21 05:00:00 AM,7.469,,,,,
1973,01/04/21 05:10:00 AM,7.469,,,,,
1974,01/04/21 05:20:00 AM,7.494,,,,,
1975,01/04/21 05:30:00 AM,7.494,,,,,
1976,01/04/21 05:40:00 AM,7.494,,,,,
1977,01/04/21 05:50:00 AM,7.494,,,,,
1978,01/04/21 06:00:00 AM,7.494,,,,,
1979,01/04/21 06:10:00 AM,7.494,,,,,
1980,01/04/21 06:20:00 AM,7.494,,,,,
1981,01/04/21 06:30:00 AM,7.519,,,,,
1982,01/04/21 06:40:00 AM,7.519,,,,,
1983,01/04/21 06:50:00 AM,7.519,,,,,
1984,01/04/21 07:00:00 AM,7.544,,,,,
1985,01/04/21 07:10:00 AM,7.544,,,,,
1986,01/04/21 07:20:00 AM,7.544,,,,,
1987,01/04/21 07:30:00 AM,7.569,,,,,
1988,01/04/21 07:40:00 AM,7.594,,,,,
1989,01/04/21 07:50:00 AM,7.619,,,,,
1990,01/04/21 08:00:00 AM,7.645,,,,,
1991,01/04/21 08:10:00 AM,7.645,,,,,
1992,01/04/21 08:20:00 AM,7.670,,,,,
1993,01/04/21 08:30:00 AM,7.670,,,,,
1994,01/04/21 08:40:00 AM,7.670,,,,,
1995,01/04/21 08:50:00 AM,7.695,,,,,
1996,01/04/21 09:00:00 AM,7.695,,,,,
1997,01/04/21 09:10:00 AM,7.695,,,,,
1998,01/04/21 09:20:00 AM,7.720,,,,,
1999,01/04/21 09:30:00 AM,7.720,,,,,
2000,01/04/21 09:40:00 AM,7.745,,,,,
2001,01/04/21 09:50:00 AM,7.745,,,,,
2002,01/04/21 10:00:00 AM,7.745,,,,,
2003,01/04/21 10:10:00 AM,7.770,,,,,
2004,01/04/21 10:20:00 AM,7.770,,,,,
2005,01/04/21 10:30:00 AM,7.795,,,,,
2006,01/04/21 10:40:00 AM,7.795,,,,,
2007,01/04/21 10:50:00 AM,7.795,,,,,
2008,01/04/21 11:00:00 AM,7.820,,,,,
2009,01/04/21 11:10:00 AM,7.820,,,,,
2010,01/04/21 11:20:00 AM,7.845,,,,,
2011,01/04/21 11:30:00 AM,7.845,,,,,
2012,01/04/21 11:40:00 AM,7.845,,,,,
2013,01/04/21 11:50:00 AM,7.845,,,,,
2014,01/04/21 12:00:00 PM,7.820,,,,,
2015,01/04/21 12:10:00 PM,7.820,,,,,
2016,01/04/21 12:20:00 PM,7.795,,,,,
2017,01/04/21 12:30:00 PM,7.795,,,,,
2018,01/04/21 12:40:00 PM,7.770,,,,,
2019,01/04/21 12:50:00 PM,7.745,,,,,
2020,01/04/21 01:00:00 PM,7.720,,,,,
2021,01/04/21 01:10:00 PM,7.695,,,,,
2022,01/04/21 01:20:00 PM,7.695,,,,,
2023,01/04/21 01:30:00 PM,7.670,,,,,
2024,01/04/21 01:40:00 PM,7.670,,,,,
2025,01/04/21 01:50:00 PM,7.645,,,,,
2026,01/04/21 02:00:00 PM,7.645,,,,,
2027,01/04/21 02:10:00 PM,7.619,,,,,
2028,01/04/21 02:20:00 PM,7.619,,,,,
2029,01/04/21 02:30:00 PM,7.594,,,,,
2030,01/04/21 02:40:00 PM,7.594,,,,,
2031,01/04/21 02:50:00 PM,7.569,,,,,
2032,01/04/21 03:00:00 PM,7.569,,,,,
2033,01/04/21 03:10:00 PM,7.569,,,,,
2034,01/04/21 03:20:00 PM,7.544,,,,,
2035,01/04/21 03:30:00 PM,7.544,,,,,
2036,01/04/21 03:40:00 PM,7.544,,,,,
2037,01/04/21 03:50:00 PM,7.544,,,,,
2038,01/04/21 04:00:00 PM,7.519,,,,,
2039,01/04/21 04:10:00 PM,7.519,,,,,
2040,01/04/21 04:20:00 PM,7.494,,,,,
2041,01/04/21 04:30:00 PM,7.494,,,,,
2042,01/04/21 04:40:00 PM,7.494,,,,,
2043,01/04/21 04:50:00 PM,7.469,,,,,
2044,01/04/21 05:00:00 PM,7.469,,,,,
2045,01/04/21 05:10:00 PM,7.469,,,,,
2046,01/04/21 05:20:00 PM,7.469,,,,,
2047,01/04/21 05:30:00 PM,7.469,,,,,
2048,01/04/21 05:40:00 PM,7.469,,,,,
2049,01/04/21 05:50:00 PM,7.444,,,,,
2050,01/04/21 06:00:00 PM,7.444,,,,,
2051,01/04/21 06:10:00 PM,7.444,,,,,
2052,01/04/21 06:20:00 PM,7.444,,,,,
2053,01/04/21 06:30:00 PM,7.444,,,,,
2054,01/04/21 06:40:00 PM,7.444,,,,,
2055,01/04/21 06:50:00 PM,7.444,,,,,
2056,01/04/21 07:00:00 PM,7.444,,,,,
2057,01/04/21 07:10:00 PM,7.444,,,,,
2058,01/04/21 07:20:00 PM,7.469,,,,,
2059,01/04/21 07:30:00 PM,7.469,,,,,
2060,01/04/21 07:40:00 PM,7.494,,,,,
2061,01/04/21 07:50:00 PM,7.494,,,,,
2062,01/04/21 08:00:00 PM,7.494,,,,,
2063,01/04/21 08:10:00 PM,7.494,,,,,
2064,01/04/21 08:20:00 PM,7.494,,,,,
2065,01/04/21 08:30:00 PM,7.519,,,,,
2066,01/04/21 08:40:00 PM,7.519,,,,,
2067,01/04/21 08:50:00 PM,7.544,,,,,
2068,01/04/21 09:00:00 PM,7.544,,,,,
2069,01/04/21 09:10:00 PM,7.569,,,,,
2070,01/04/21 09:20:00 PM,7.569,,,,,
2071,01/04/21 09:30:00 PM,7.594,,,,,
2072,01/04/21 09:40:00 PM,7.594,,,,,
2073,01/04/21 09:50:00 PM,7.594,,,,,
2074,01/04/21 10:00:00 PM,7.619,,,,,
2075,01/04/21 10:10:00 PM,7.619,,,,,
2076,01/04/21 10:20:00 PM,7.645,,,,,
2077,01/04/21 10:30:00 PM,7.645,,,,,
2078,01/04/21 10:40:00 PM,7.645,,,,,
2079,01/04/21 10:50:00 PM,7.619,,,,,
2080,01/04/21 11:00:00 PM,7.619,,,,,
2081,01/04/21 11:10:00 PM,7.594,,,,,
2082,01/04/21 11:20:00 PM,7.594,,,,,
2083,01/04/21 11:30:00 PM,7.569,,,,,
2084,01/04/21 11:40:00 PM,7.569,,,,,
2085,01/04/21 11:50:00 PM,7.569,,,,,
2086,01/05/21 12:00:00 AM,7.544,,,,,
2087,01/05/21 12:10:00 AM,7.544,,,,,
2088,01/05/21 12:20:00 AM,7.544,,,,,
2089,01/05/21 12:30:00 AM,7.544,,,,,
2090,01/05/21 12:40:00 AM,7.544,,,,,
2091,01/05/21 12:50:00 AM,7.519,,,,,
2092,01/05/21 01:00:00 AM,7.494,,,,,
2093,01/05/21 01:10:00 AM,7.469,,,,,
2094,01/05/21 01:20:00 AM,7.444,,,,,
2095,01/05/21 01:30:00 AM,7.444,,,,,
2096,01/05/21 01:40:00 AM,7.419,,,,,
2097,01/05/21 01:50:00 AM,7.393,,,,,
2098,01/05/21 02:00:00 AM,7.393,,,,,
2099,01/05/21 02:10:00 AM,7.368,,,,,
2100,01/05/21 02:20:00 AM,7.368,,,,,
2101,01/05/21 02:30:00 AM,7.368,,,,,
2102,01/05/21 02:40:00 AM,7.343,,,,,
2103,01/05/21 02:50:00 AM,7.343,,,,,
2104,01/05/21 03:00:00 AM,7.343,,,,,
2105,01/05/21 03:10:00 AM,7.343,,,,,
2106,01/05/21 03:20:00 AM,7.343,,,,,
2107,01/05/21 03:30:00 AM,7.343,,,,,
2108,01/05/21 03:40:00 AM,7.343,,,,,
2109,01/05/21 03:50:00 AM,7.343,,,,,
2110,01/05/21 04:00:00 AM,7.343,,,,,
2111,01/05/21 04:10:00 AM,7.343,,,,,
2112,01/05/21 04:20:00 AM,7.343,,,,,
2113,01/05/21 04:30:00 AM,7.343,,,,,
2114,01/05/21 04:40:00 AM,7.343,,,,,
2115,01/05/21 04:50:00 AM,7.343,,,,,
2116,01/05/21 05:00:00 AM,7.368,,,,,
2117,01/05/21 05:10:00 AM,7.368,,,,,
2118,01/05/21 05:20:00 AM,7.368,,,,,
2119,01/05/21 05:30:00 AM,7.368,,,,,
2120,01/05/21 05:40:00 AM,7.393,,,,,
2121,01/05/21 05:50:00 AM,7.393,,,,,
2122,01/05/21 06:00:00 AM,7.393,,,,,
2123,01/05/21 06:10:00 AM,7.393,,,,,
2124,01/05/21 06:20:00 AM,7.393,,,,,
2125,01/05/21 06:30:00 AM,7.393,,,,,
2126,01/05/21 06:40:00 AM,7.393,,,,,
2127,01/05/21 06:50:00 AM,7.393,,,,,
2128,01/05/21 07:00:00 AM,7.393,,,,,
2129,01/05/21 07:10:00 AM,7.393,,,,,
2130,01/05/21 07:20:00 AM,7.393,,,,,
2131,01/05/21 07:30:00 AM,7.419,,,,,
2132,01/05/21 07:40:00 AM,7.419,,,,,
2133,01/05/21 07:50:00 AM,7.419,,,,,
2134,01/05/21 08:00:00 AM,7.419,,,,,
2135,01/05/21 08:10:00 AM,7.444,,,,,
2136,01/05/21 08:20:00 AM,7.444,,,,,
2137,01/05/21 08:30:00 AM,7.444,,,,,
2138,01/05/21 08:40:00 AM,7.444,,,,,
2139,01/05/21 08:50:00 AM,7.469,,,,,
2140,01/05/21 09:00:00 AM,7.469,,,,,
2141,01/05/21 09:10:00 AM,7.469,,,,,
2142,01/05/21 09:20:00 AM,7.494,,,,,
2143,01/05/21 09:30:00 AM,7.494,,,,,
2144,01/05/21 09:40:00 AM,7.519,,,,,
2145,01/05/21 09:50:00 AM,7.544,,,,,
2146,01/05/21 10:00:00 AM,7.569,,,,,
2147,01/05/21 10:10:00 AM,7.594,,,,,
2148,01/05/21 10:20:00 AM,7.594,,,,,
2149,01/05/21 10:30:00 AM,7.619,,,,,
2150,01/05/21 10:40:00 AM,7.645,,,,,
2151,01/05/21 10:50:00 AM,7.645,,,,,
2152,01/05/21 11:00:00 AM,7.645,,,,,
2153,01/05/21 11:10:00 AM,7.645,,,,,
2154,01/05/21 11:20:00 AM,7.645,,,,,
2155,01/05/21 11:30:00 AM,7.645,,,,,
2156,01/05/21 11:40:00 AM,7.645,,,,,
2157,01/05/21 11:50:00 AM,7.619,,,,,
2158,01/05/21 12:00:00 PM,7.619,,,,,
2159,01/05/21 12:10:00 PM,7.594,,,,,
2160,01/05/21 12:20:00 PM,7.594,,,,,
2161,01/05/21 12:30:00 PM,7.594,,,,,
2162,01/05/21 12:40:00 PM,7.569,,,,,
2163,01/05/21 12:50:00 PM,7.544,,,,,
2164,01/05/21 01:00:00 PM,7.544,,,,,
2165,01/05/21 01:10:00 PM,7.544,,,,,
2166,01/05/21 01:20:00 PM,7.519,,,,,
2167,01/05/21 01:30:00 PM,7.519,,,,,
2168,01/05/21 01:40:00 PM,7.494,,,,,
2169,01/05/21 01:50:00 PM,7.494,,,,,
2170,01/05/21 02:00:00 PM,7.494,,,,,
2171,01/05/21 02:10:00 PM,7.469,,,,,
2172,01/05/21 02:20:00 PM,7.469,,,,,
2173,01/05/21 02:30:00 PM,7.469,,,,,
2174,01/05/21 02:40:00 PM,7.444,,,,,
2175,01/05/21 02:50:00 PM,7.444,,,,,
2176,01/05/21 03:00:00 PM,7.444,,,,,
2177,01/05/21 03:10:00 PM,7.444,,,,,
2178,01/05/21 03:20:00 PM,7.419,,,,,
2179,01/05/21 03:30:00 PM,7.419,,,,,
2180,01/05/21 03:40:00 PM,7.393,,,,,
2181,01/05/21 03:50:00 PM,7.393,,,,,
2182,01/05/21 04:00:00 PM,7.368,,,,,
2183,01/05/21 04:10:00 PM,7.368,,,,,
2184,01/05/21 04:20:00 PM,7.368,,,,,
2185,01/05/21 04:30:00 PM,7.343,,,,,
2186,01/05/21 04:40:00 PM,7.343,,,,,
2187,01/05/21 04:50:00 PM,7.343,,,,,
2188,01/05/21 05:00:00 PM,7.343,,,,,
2189,01/05/21 05:10:00 PM,7.318,,,,,
2190,01/05/21 05:20:00 PM,7.318,,,,,
2191,01/05/21 05:30:00 PM,7.293,,,,,
2192,01/05/21 05:40:00 PM,7.293,,,,,
2193,01/05/21 05:50:00 PM,7.293,,,,,
2194,01/05/21 06:00:00 PM,7.293,,,,,
2195,01/05/21 06:10:00 PM,7.293,,,,,
2196,01/05/21 06:20:00 PM,7.268,,,,,
2197,01/05/21 06:30:00 PM,7.268,,,,,
2198,01/05/21 06:40:00 PM,7.268,,,,,
2199,01/05/21 06:50:00 PM,7.268,,,,,
2200,01/05/21 07:00:00 PM,7.242,,,,,
2201,01/05/21 07:10:00 PM,7.242,,,,,
2202,01/05/21 07:20:00 PM,7.268,,,,,
2203,01/05/21 07:30:00 PM,7.268,,,,,
2204,01/05/21 07:40:00 PM,7.268,,,,,
2205,01/05/21 07:50:00 PM,7.293,,,,,
2206,01/05/21 08:00:00 PM,7.343,,,,,
2207,01/05/21 08:10:00 PM,7.368,,,,,
2208,01/05/21 08:20:00 PM,7.393,,,,,
2209,01/05/21 08:30:00 PM,7.393,,,,,
2210,01/05/21 08:40:00 PM,7.419,,,,,
2211,01/05/21 08:50:00 PM,7.419,,,,,
2212,01/05/21 09:00:00 PM,7.419,,,,,
2213,01/05/21 09:10:00 PM,7.444,,,,,
2214,01/05/21 09:20:00 PM,7.444,,,,,
2215,01/05/21 09:30:00 PM,7.469,,,,,
2216,01/05/21 09:40:00 PM,7.469,,,,,
2217,01/05/21 09:50:00 PM,7.494,,,,,
2218,01/05/21 10:00:00 PM,7.494,,,,,
2219,01/05/21 10:10:00 PM,7.494,,,,,
2220,01/05/21 10:20:00 PM,7.494,,,,,
2221,01/05/21 10:30:00 PM,7.519,,,,,
2222,01/05/21 10:40:00 PM,7.519,,,,,
2223,01/05/21 10:50:00 PM,7.544,,,,,
2224,01/05/21 11:00:00 PM,7.544,,,,,
2225,01/05/21 11:10:00 PM,7.569,,,,,
2226,01/05/21 11:20:00 PM,7.569,,,,,
2227,01/05/21 11:30:00 PM,7.544,,,,,
2228,01/05/21 11:40:00 PM,7.544,,,,,
2229,01/05/21 11:50:00 PM,7.544,,,,,
2230,01/06/21 12:00:00 AM,7.519,,,,,
2231,01/06/21 12:10:00 AM,7.519,,,,,
2232,01/06/21 12:20:00 AM,7.519,,,,,
2233,01/06/21 12:30:00 AM,7.519,,,,,
2234,01/06/21 12:40:00 AM,7.519,,,,,
2235,01/06/21 12:50:00 AM,7.519,,,,,
2236,01/06/21 01:00:00 AM,7.519,,,,,
2237,01/06/21 01:10:00 AM,7.519,,,,,
2238,01/06/21 01:20:00 AM,7.494,,,,,
2239,01/06/21 01:30:00 AM,7.469,,,,,
2240,01/06/21 01:40:00 AM,7.444,,,,,
2241,01/06/21 01:50:00 AM,7.393,,,,,
2242,01/06/21 02:00:00 AM,7.368,,,,,
2243,01/06/21 02:10:00 AM,7.343,,,,,
2244,01/06/21 02:20:00 AM,7.318,,,,,
2245,01/06/21 02:30:00 AM,7.318,,,,,
2246,01/06/21 02:40:00 AM,7.293,,,,,
2247,01/06/21 02:50:00 AM,7.293,,,,,
2248,01/06/21 03:00:00 AM,7.293,,,,,
2249,01/06/21 03:10:00 AM,7.293,,,,,
2250,01/06/21 03:20:00 AM,7.293,,,,,
2251,01/06/21 03:30:00 AM,7.293,,,,,
2252,01/06/21 03:40:00 AM,7.293,,,,,
2253,01/06/21 03:50:00 AM,7.293,,,,,
2254,01/06/21 04:00:00 AM,7.293,,,,,
2255,01/06/21 04:10:00 AM,7.293,,,,,
2256,01/06/21 04:20:00 AM,7.293,,,,,
2257,01/06/21 04:30:00 AM,7.318,,,,,
2258,01/06/21 04:40:00 AM,7.318,,,,,
2259,01/06/21 04:50:00 AM,7.318,,,,,
2260,01/06/21 05:00:00 AM,7.318,,,,,
2261,01/06/21 05:10:00 AM,7.343,,,,,
2262,01/06/21 05:20:00 AM,7.368,,,,,
